,make,model,price,fuel,year,kms,power,doors,shift,color,photos,is_professional,province
13301,50,258,6000,4,2012.0,90000,85.0,5,1,881,22,True,41
13302,7,811,10800,0,2011.0,198000,177.0,5,0,2592,4,False,7
13303,11,163,4950,0,2008.0,250000,136.0,5,0,2592,50,True,44
13305,55,461,10990,0,2015.0,92000,130.0,5,1,2592,35,True,45
13306,38,412,8499,0,2009.0,154418,177.0,4,1,2592,15,False,9
13308,46,484,18390,4,2018.0,35000,136.0,5,1,295,46,True,29
13309,69,377,15330,0,2016.0,171292,110.0,5,0,881,23,True,45
13310,55,530,9350,0,2016.0,119000,110.0,5,1,881,8,True,7
13311,44,798,21800,0,2013.0,250000,224.0,5,0,1577,26,True,47
13312,26,868,14650,0,2016.0,89000,141.0,4,0,3378,23,True,29
13313,59,118,13250,4,2018.0,83000,115.0,5,1,1205,32,True,7
13314,33,587,3200,0,2008.0,207000,115.0,3,1,2592,6,False,31
13315,47,520,8400,0,2006.0,300000,160.0,5,1,1577,7,False,51
13316,59,417,2650,4,2006.0,138800,100.0,5,1,295,10,False,7
13317,11,155,12399,4,2017.0,77254,110.0,5,0,3062,22,True,29
13318,44,798,34999,0,2014.0,125000,224.0,4,0,2444,47,True,29
13319,44,225,28900,0,2016.0,120000,170.0,5,0,881,13,True,15
13322,55,530,2490,0,2006.0,220000,130.0,3,1,2444,21,True,12
13323,31,823,23300,4,2016.0,100029,200.0,4,0,57,37,True,25
13324,11,167,27900,0,2020.0,34940,177.0,5,0,1577,10,True,39
13325,69,565,24900,0,2016.0,88000,190.0,5,0,881,37,True,47
13327,49,809,14300,0,2015.0,151000,130.0,5,1,881,18,True,23
13328,59,417,3800,0,2010.0,215452,80.0,5,1,881,4,False,45
13331,4,88,18500,0,2017.0,106000,116.0,5,0,881,8,False,7
13332,69,565,6900,0,2010.0,200000,140.0,5,1,2444,7,True,45
13333,7,694,9999,4,2006.0,224000,367.0,2,0,1986,28,True,39
13334,21,58,6300,0,2013.0,150000,95.0,3,1,1577,11,True,45
13335,55,530,2100,0,2006.0,275000,105.0,4,1,2592,5,False,45
13336,49,809,17950,0,2016.0,50744,130.0,5,1,890,38,True,39
13337,33,546,28900,6,2020.0,25,141.0,5,0,1775,18,True,14
13338,44,215,14000,0,2013.0,99000,170.0,2,0,881,9,False,23
13339,55,436,21490,4,2019.0,23283,140.0,5,0,431,12,True,10
13340,44,227,49700,0,2017.0,153000,258.0,5,0,1577,6,False,2
13343,4,91,18500,0,2009.0,86100,240.0,2,0,1577,11,True,29
13345,64,800,3500,0,2004.0,46000,90.0,3,1,3421,4,False,21
13346,4,88,3999,4,2005.0,170000,150.0,3,1,3062,16,True,47
13347,22,636,23500,0,2006.0,180000,109.0,4,0,295,13,True,2
13348,59,122,17450,0,2017.0,68975,115.0,5,1,888,39,True,10
13349,44,352,41787,4,2020.0,0,163.0,5,1,379,14,True,29
13350,15,437,1700,4,2003.0,169368,94.0,4,1,637,14,True,29
13351,43,184,19990,0,2015.0,108500,175.0,5,0,295,31,True,39
13352,11,831,900,0,2003.0,330000,71.0,5,1,1577,0,False,33
13353,69,565,24500,4,2019.0,20230,150.0,4,1,151,38,True,27
13354,54,203,45900,0,2014.0,98200,382.0,5,0,881,24,True,7
13355,4,88,56950,4,2018.0,13000,400.0,5,0,295,9,True,42
13356,69,377,25100,4,2020.0,7940,150.0,5,0,1577,26,True,7
13357,11,155,16950,4,2020.0,0,110.0,5,1,295,21,True,1
13358,4,88,3750,0,2004.0,267000,105.0,3,1,1577,14,False,29
13359,49,455,26000,1,2019.0,8745,150.0,5,0,1027,26,True,1
13360,36,632,8900,0,2000.0,190000,136.0,5,0,1577,14,False,38
13361,22,151,10399,4,2014.0,49858,125.0,5,1,295,26,True,39
13362,44,215,21000,0,2017.0,63000,170.0,4,1,2592,31,True,12
13363,44,720,46375,0,2020.0,40,163.0,2,0,881,19,True,41
13365,50,258,8200,2,2018.0,29000,90.0,5,1,881,6,True,29
13366,33,718,21640,5,2020.0,0,115.0,5,1,2705,11,True,7
13367,11,383,7500,0,2009.0,115000,136.0,5,0,2592,22,False,36
13368,44,226,51300,0,2016.0,75946,258.0,5,0,2592,17,True,47
13369,67,835,9500,4,2015.0,20780,99.0,5,1,881,19,True,7
13370,4,89,22900,0,2016.0,40566,150.0,5,0,1577,29,True,7
13373,22,335,2450,0,2005.0,98900,68.0,5,1,1577,32,True,2
13374,7,693,13200,0,2010.0,200000,204.0,4,0,1577,13,True,29
13375,22,151,12650,0,2018.0,26000,120.0,5,1,295,12,True,39
13376,26,872,6490,0,2013.0,84000,115.0,5,1,3062,10,True,42
13377,51,563,16800,0,2015.0,45000,75.0,5,1,881,16,True,42
13379,69,759,21490,4,2019.0,15962,116.0,5,1,881,17,True,45
13380,11,431,18490,0,2018.0,68098,115.0,4,1,881,33,True,29
13381,9,772,9900,0,2013.0,45000,130.0,5,1,1577,18,True,7
13382,4,597,23900,0,2017.0,63000,150.0,5,1,881,23,True,10
13383,51,15,8500,4,2014.0,83000,82.0,5,1,881,6,False,41
13385,59,475,7490,4,2015.0,44000,110.0,5,1,1577,24,True,25
13386,69,752,16900,0,2015.0,110000,140.0,5,1,2592,15,True,23
13387,55,530,8300,0,2015.0,147000,95.0,5,1,881,11,True,29
13388,44,217,22000,0,2016.0,95000,136.0,4,1,1577,7,True,32
13389,26,867,21100,4,2021.0,18,120.0,5,0,881,16,True,2
13390,69,377,13900,0,2016.0,122175,110.0,5,0,33,15,True,29
13391,19,281,17690,0,2017.0,31642,181.0,5,0,2964,22,True,44
13392,7,691,16190,0,2016.0,135901,150.0,4,0,881,40,True,29
13393,50,121,23795,4,2020.0,5,130.0,5,1,3062,15,True,39
13394,70,818,36610,0,2020.0,1,150.0,5,0,166,13,True,44
13396,44,302,70800,1,2020.0,1,408.0,5,0,881,20,True,50
13397,59,96,9500,0,2014.0,118000,105.0,5,1,881,24,True,45
13398,69,137,13999,0,2013.0,139000,105.0,3,1,2592,17,True,49
13399,59,417,9500,0,2013.0,95000,105.0,5,1,2592,2,False,16
13401,50,121,12000,0,2012.0,150000,165.0,3,1,3460,3,False,26
13404,59,417,8500,0,2015.0,105934,105.0,5,0,2801,27,True,29
13405,59,118,14990,4,2019.0,17437,115.0,5,1,881,19,True,29
13406,51,33,11990,4,2015.0,67000,130.0,5,1,1982,17,True,32
13407,46,484,9999,4,2008.0,113116,175.0,3,0,1603,12,True,32
13408,7,687,17900,0,2018.0,41271,116.0,5,1,295,9,True,7
13411,50,258,3250,0,2008.0,229000,90.0,5,1,881,9,True,2
13412,44,213,24000,0,2016.0,69000,136.0,5,1,2127,20,True,4
13413,69,770,7500,0,1999.0,210000,68.0,4,1,1577,10,False,47
13415,4,89,24900,0,2018.0,54000,150.0,4,0,1577,26,True,43
13419,21,58,9499,4,2017.0,28990,69.0,3,1,2592,20,True,29
13420,22,382,9000,0,2014.0,110000,140.0,5,0,2592,8,False,29
13421,44,213,27900,0,2020.0,16489,116.0,5,1,2731,20,True,16
13423,31,301,38900,0,2020.0,2900,150.0,5,0,2806,15,True,12
13424,4,188,5250,4,2000.0,154000,150.0,2,0,1577,8,False,7
13425,22,335,3400,0,2010.0,120000,68.0,5,1,1577,6,False,7
13426,44,174,73990,5,2019.0,21500,367.0,4,0,2836,13,True,7
13427,4,89,8990,4,2008.0,88000,160.0,4,0,1577,25,True,46
13428,44,214,28900,0,2019.0,10500,116.0,5,0,881,18,True,20
13429,7,687,10999,0,2013.0,205000,116.0,3,1,881,6,False,29
13430,67,125,12350,5,2016.0,155000,136.0,5,0,3062,18,True,37
13431,69,377,13900,0,2016.0,132000,110.0,5,1,1577,22,True,7
13432,22,335,11990,4,2014.0,109990,182.0,3,1,295,32,True,45
13434,44,232,13900,4,2008.0,157000,388.0,4,0,2592,38,True,7
13435,4,600,28990,0,2016.0,92013,190.0,5,0,2444,21,True,36
13438,21,58,14490,2,2020.0,1,69.0,3,1,881,23,True,49
13439,44,217,19500,0,2016.0,92000,136.0,4,0,3062,9,True,47
13440,22,335,8510,4,2016.0,68091,82.0,5,1,1997,16,True,39
13442,50,121,10000,0,2017.0,47000,110.0,5,1,3062,11,False,47
13444,7,691,7990,0,2007.0,167000,163.0,5,1,3062,15,True,47
13446,26,873,10990,0,2012.0,127350,116.0,5,1,295,9,True,45
13447,43,184,15000,0,2015.0,121000,150.0,5,1,295,19,False,29
13448,33,848,12900,0,2016.0,47914,136.0,5,1,881,10,True,29
13449,51,39,2800,0,2002.0,200000,90.0,5,1,640,9,True,0
13450,59,475,14250,0,2019.0,9699,115.0,5,1,2592,31,True,6
13452,22,382,9490,0,2014.0,78000,115.0,5,1,881,11,True,25
13453,50,260,26990,1,2020.0,1900,136.0,5,0,881,23,True,7
13454,44,801,20000,0,2015.0,142000,88.0,4,1,1577,17,False,41
13455,59,417,15500,0,2020.0,17000,95.0,5,1,881,31,True,31
13456,33,587,22900,4,2020.0,10,120.0,5,1,1128,13,True,2
13458,33,848,5700,0,2011.0,133000,128.0,5,1,1577,14,False,3
13459,4,598,40500,0,2020.0,8570,150.0,5,0,1797,9,True,31
13461,4,89,28900,4,2019.0,17316,150.0,4,1,1937,19,True,8
13462,18,192,3500,4,2007.0,193000,150.0,5,1,2542,9,False,20
13463,44,213,26999,0,2019.0,9300,116.0,5,0,1842,27,True,32
13464,50,258,14900,4,2020.0,62,75.0,5,1,3062,35,True,36
13465,69,377,3999,4,2001.0,161000,105.0,5,1,1577,10,True,16
13466,14,299,8990,0,2014.0,119500,109.0,5,1,881,29,True,29
13467,49,508,5295,4,2015.0,115000,80.0,5,1,295,18,True,25
13468,33,848,19800,0,2019.0,32184,136.0,5,1,898,32,True,2
13469,31,301,62910,0,2020.0,1,150.0,5,1,3226,8,True,32
13470,22,647,7500,0,2010.0,169000,140.0,5,0,2592,9,False,29
13471,69,752,16900,4,2016.0,50000,125.0,5,1,1577,13,True,2
13472,59,744,25500,4,2019.0,23573,150.0,5,1,438,21,True,8
13473,4,89,17900,0,2016.0,149000,150.0,4,1,2592,12,True,46
13474,59,111,7240,4,2012.0,89990,105.0,5,1,2592,31,True,32
13477,61,861,2990,4,2007.0,89200,84.0,3,0,3421,10,True,45
13478,43,504,4490,0,2007.0,179336,143.0,4,1,2592,48,True,29
13480,69,377,10900,0,2014.0,140421,105.0,5,1,3488,20,True,21
13481,7,811,28000,0,2019.0,15000,150.0,5,1,156,36,True,2
13482,60,549,12950,0,2016.0,150000,150.0,5,0,1577,19,True,29
13483,24,212,3990,4,2007.0,107000,83.0,5,1,2592,8,False,29
13487,51,1,3500,4,2006.0,110000,110.0,3,0,3421,4,False,39
13488,50,435,1600,4,1989.0,220000,112.0,4,1,881,12,False,29
13489,4,90,29000,0,2017.0,120000,190.0,5,0,881,21,True,7
13491,7,689,12950,0,2015.0,66000,150.0,5,1,2954,26,True,7
13492,7,693,7500,0,2006.0,340000,231.0,4,1,1577,5,False,37
13493,44,232,5990,4,2002.0,200000,224.0,4,0,1577,12,True,0
13494,11,155,17000,0,2020.0,5,102.0,5,1,1863,15,True,15
13495,54,487,75900,4,2019.0,19000,245.0,5,0,1994,39,True,29
13496,11,139,12100,0,2015.0,51000,100.0,5,1,2444,5,False,20
13497,7,691,5000,4,2001.0,240000,231.0,2,1,295,13,False,32
13498,38,627,34800,5,2013.0,12500,299.0,5,0,881,14,False,32
13499,4,88,4500,0,2006.0,231696,140.0,3,0,1577,25,True,29
13500,4,89,18990,0,2017.0,99980,150.0,5,0,3062,36,True,36
13501,11,155,5490,4,2015.0,94000,82.0,5,1,295,12,True,25
13502,49,508,13900,4,2019.0,17425,100.0,5,1,881,11,True,39
13503,21,58,10990,2,2019.0,28000,69.0,3,1,881,20,True,45
13506,7,691,34599,0,2019.0,378,190.0,4,0,128,15,True,32
13507,67,57,7200,4,1995.0,171000,143.0,5,1,3062,14,True,33
13508,33,848,16600,4,2020.0,10,120.0,5,1,295,16,True,27
13509,54,203,88400,4,2019.0,15000,340.0,5,0,2628,7,True,29
13510,50,523,12900,0,2014.0,143000,125.0,4,1,881,7,True,29
13511,7,691,10999,0,2009.0,51973,177.0,5,1,2602,30,True,10
13512,69,377,1800,0,1999.0,200000,110.0,3,1,1577,12,False,7
13513,21,58,5999,4,2010.0,134500,69.0,3,1,1577,10,True,28
13514,11,431,16500,0,2017.0,92003,115.0,4,1,881,32,True,39
13515,44,236,10000,4,2004.0,206000,163.0,2,1,881,6,False,44
13516,55,439,3990,0,2006.0,168000,65.0,4,1,881,10,False,7
13517,67,131,13130,4,2020.0,0,72.0,5,0,2276,12,True,29
13518,51,16,3000,0,1988.0,170000,60.0,5,1,1577,6,False,29
13520,36,632,109000,6,2020.0,10,404.0,5,0,548,15,True,12
13521,50,121,17495,4,2020.0,1981,110.0,5,1,3318,31,True,47
13522,33,708,13990,0,2019.0,44000,136.0,5,1,1148,11,True,7
13523,44,215,31999,4,2017.0,40000,184.0,2,1,881,11,False,32
13524,7,694,7999,4,2006.0,438500,367.0,2,0,631,41,True,1
13525,55,680,2490,4,2006.0,136000,110.0,5,1,3421,15,False,7
13526,7,815,22500,0,2011.0,112752,245.0,5,0,106,34,True,7
13527,7,687,8000,0,2007.0,136000,122.0,5,1,2592,0,False,15
13529,7,691,2500,0,2003.0,320000,150.0,2,1,1577,4,False,41
13530,4,91,26999,4,2017.0,79999,190.0,5,0,1577,11,False,29
13531,51,643,18900,0,2019.0,50000,100.0,5,1,1577,10,False,27
13532,69,577,11000,0,2017.0,47274,75.0,5,1,2801,10,True,5
13533,54,80,19995,4,1999.0,170000,300.0,2,1,881,14,True,29
13534,11,431,12500,0,2016.0,164970,122.0,4,1,881,10,True,29
13535,59,475,28490,4,2017.0,24667,300.0,5,1,2592,31,True,29
13536,59,475,18900,4,2019.0,24779,150.0,5,1,3240,20,True,32
13537,7,687,36800,0,2021.0,0,150.0,5,0,928,4,True,9
13539,59,417,5300,0,2010.0,174000,80.0,5,1,881,9,True,31
13540,7,247,4790,0,2003.0,262000,150.0,3,1,1577,29,True,49
13541,51,852,27410,1,2020.0,23,136.0,5,0,2435,17,True,29
13542,44,215,21500,0,2015.0,100000,170.0,4,1,295,38,True,23
13543,69,759,19590,0,2016.0,66000,150.0,5,1,881,16,True,7
13544,49,508,5500,4,2012.0,83000,80.0,5,1,1540,9,True,2
13545,43,486,22490,4,2017.0,56708,160.0,2,1,3062,32,True,29
13546,49,606,14990,0,2016.0,130000,130.0,5,0,3062,15,True,45
13547,50,843,9000,4,2011.0,91901,140.0,5,0,1577,24,True,5
13548,49,809,19990,0,2017.0,65341,130.0,5,0,881,38,True,7
13551,70,821,39900,4,2016.0,97000,320.0,5,0,2592,29,True,29
13552,59,118,18900,4,2019.0,7000,115.0,5,1,1577,25,True,10
13553,49,607,10990,4,2012.0,116036,117.0,5,1,881,32,True,45
13554,59,417,4500,4,2009.0,155000,70.0,3,1,295,7,True,31
13555,69,377,8000,0,2009.0,187275,110.0,5,1,2592,0,False,31
13556,50,793,1500,0,2005.0,400000,150.0,5,0,1577,8,False,21
13557,4,600,11500,0,2011.0,199000,170.0,5,1,2592,10,True,39
13558,69,377,19900,4,2014.0,130800,230.0,5,0,881,18,True,26
13559,69,377,20250,0,2019.0,22180,115.0,5,0,910,18,True,49
13560,51,20,2500,4,2008.0,180000,75.0,3,1,3062,6,False,44
13561,33,718,16200,0,2016.0,44500,136.0,5,1,881,13,False,12
13562,11,155,2990,0,2005.0,199000,92.0,5,1,1577,23,True,45
13565,55,239,17000,0,2020.0,1000,85.0,5,1,1307,12,True,36
13566,49,606,18690,0,2018.0,41227,130.0,5,1,881,43,True,29
13567,59,118,17690,4,2019.0,16000,115.0,5,1,881,14,True,31
13568,44,215,23900,0,2015.0,103000,170.0,4,0,881,3,False,32
13569,59,118,17400,4,2017.0,39000,95.0,5,1,881,14,True,50
13571,7,694,47500,4,2016.0,51000,320.0,2,0,881,8,True,29
13572,50,121,5500,0,2015.0,168000,110.0,5,1,2478,12,False,39
13573,54,205,24900,4,2007.0,97000,245.0,3,0,1577,49,True,2
13574,59,96,3000,0,2005.0,273000,140.0,5,1,1577,9,False,21
13575,26,740,17200,4,2017.0,50000,131.0,5,1,2592,10,False,45
13576,44,232,114000,6,2020.0,5,476.0,4,0,2592,12,True,7
13577,24,212,11500,0,2014.0,83076,120.0,5,1,881,16,True,24
13579,69,377,6500,0,2009.0,146000,105.0,5,1,2592,4,False,7
13580,4,89,27500,0,2018.0,11365,150.0,5,1,1577,14,True,15
13582,59,475,16900,0,2019.0,11776,115.0,5,1,809,17,True,32
13583,60,446,26900,4,2019.0,15500,150.0,5,0,2444,54,True,20
13584,69,565,21800,0,2016.0,125372,190.0,5,0,1577,9,True,0
13585,69,565,15499,0,2016.0,179000,150.0,5,1,295,54,True,29
13586,44,210,9700,0,2014.0,113000,90.0,5,1,881,6,False,14
13587,21,58,7490,4,2013.0,50000,69.0,3,1,2337,9,True,47
13588,41,372,37490,0,2015.0,107000,275.0,4,0,881,1,True,7
13589,21,594,5490,0,2010.0,139150,90.0,5,1,881,0,True,7
13590,44,215,4750,0,2005.0,290000,150.0,3,1,295,4,False,9
13591,11,153,8990,4,2014.0,57700,69.0,5,0,1577,23,True,7
13592,32,640,14995,0,2016.0,78000,105.0,5,1,3062,10,True,29
13593,11,139,6350,0,2016.0,140000,75.0,3,1,881,8,False,29
13594,33,848,17490,4,2018.0,27194,140.0,5,1,3062,36,True,47
13595,50,399,20900,4,2019.0,9999,130.0,5,1,1295,14,True,8
13596,43,183,33690,4,2021.0,5,180.0,5,1,3293,46,True,51
13597,69,577,2399,0,2002.0,190000,64.0,5,1,1577,14,True,47
13599,19,282,35900,0,2018.0,30000,180.0,5,0,1577,44,True,36
13600,26,740,16990,4,2019.0,22812,132.0,5,1,2444,28,True,29
13601,7,687,21990,4,2019.0,20859,136.0,5,1,881,15,True,41
13602,59,417,6950,0,2012.0,78764,90.0,5,1,893,26,True,7
13606,55,239,8450,0,2017.0,87000,90.0,5,1,881,20,True,29
13608,44,230,4500,0,2002.0,300000,163.0,5,0,295,6,False,26
13609,67,797,17900,0,2017.0,16676,112.0,5,1,881,20,True,17
13611,69,377,17990,0,2016.0,150000,184.0,5,1,1577,9,True,5
13612,50,121,11000,0,2012.0,84000,165.0,3,1,881,12,False,7
13613,62,449,7950,0,2011.0,143534,175.0,5,1,2611,17,True,39
13614,22,335,16990,5,2020.0,10,125.0,5,1,1577,28,True,18
13616,7,691,3200,4,2000.0,160000,193.0,5,1,3421,9,False,6
13619,24,176,19900,0,2017.0,48150,120.0,5,1,2444,25,True,29
13621,11,163,11490,0,2014.0,94000,115.0,5,1,1577,11,True,29
13622,69,735,28400,4,2020.0,0,150.0,5,1,1577,16,True,44
13623,44,213,4900,4,2007.0,148000,95.0,3,0,2592,8,False,29
13624,4,603,68500,0,2016.0,84000,435.0,5,0,2592,54,True,4
13625,51,40,12490,0,2016.0,99440,100.0,5,1,1664,19,True,29
13626,50,845,10990,4,2016.0,67000,140.0,5,1,1628,17,True,42
13627,24,176,14990,0,2013.0,100000,150.0,5,0,1540,20,True,10
13628,7,691,20600,0,2017.0,92000,150.0,5,0,295,40,True,44
13629,69,577,12990,4,2018.0,24000,75.0,5,1,881,34,True,7
13632,7,815,43900,0,2017.0,28300,258.0,5,0,1212,54,True,29
13633,11,160,2499,4,2009.0,242000,150.0,3,1,3062,10,False,29
13634,50,423,7800,0,2012.0,208000,160.0,5,1,1577,14,False,0
13635,44,215,8300,0,2007.0,159712,122.0,4,1,1585,29,True,16
13637,44,230,29000,4,2010.0,149000,510.0,5,0,1577,8,False,41
13638,59,475,18990,4,2018.0,49995,150.0,5,1,1577,33,True,29
13639,55,317,6000,0,2011.0,148000,150.0,5,1,1577,10,False,7
13641,44,217,29900,0,2019.0,24486,136.0,5,0,3205,20,True,46
13642,50,121,17200,4,2020.0,100,110.0,5,1,3123,51,True,45
13643,69,120,25850,0,2018.0,40000,150.0,5,0,2954,32,True,39
13644,55,198,14650,4,2019.0,14000,90.0,5,1,881,10,True,39
13647,67,125,12500,5,2018.0,97000,136.0,5,0,1577,9,False,29
13648,51,563,16800,4,2020.0,2,110.0,3,1,881,9,True,4
13649,55,530,4300,0,2011.0,192000,110.0,5,1,1540,8,False,4
13650,4,597,19990,0,2013.0,91299,140.0,5,1,1577,19,True,36
13651,50,258,9850,4,2019.0,29266,90.0,5,1,2592,14,True,32
13652,33,718,15499,0,2016.0,153658,115.0,5,1,881,26,True,29
13653,69,120,23990,0,2018.0,128000,150.0,5,1,295,39,True,29
13654,60,332,5690,4,2014.0,114123,60.0,5,1,881,24,True,29
13655,31,824,12900,0,2012.0,210000,200.0,4,0,1577,13,True,45
13656,4,88,61900,4,2019.0,10950,400.0,4,0,3062,22,False,29
13658,31,810,2250,4,2004.0,213000,156.0,4,1,295,10,False,7
13659,44,215,11500,0,2009.0,179000,224.0,5,0,1577,10,False,7
13660,7,691,18500,0,2012.0,164000,204.0,2,0,881,13,False,32
13661,21,742,23390,0,2021.0,1,120.0,4,1,881,33,True,49
13662,7,693,14995,0,2011.0,239000,184.0,5,0,295,44,True,45
13663,43,184,12900,0,2013.0,173000,150.0,5,1,881,28,True,32
13665,60,678,18800,0,2016.0,113656,150.0,5,1,1195,29,True,45
13666,22,341,8490,0,2012.0,149999,95.0,4,1,881,27,True,39
13667,7,687,7000,4,2009.0,137000,122.0,3,1,881,14,False,36
13668,69,199,31990,0,2020.0,29999,150.0,4,0,295,28,True,39
13669,32,640,36400,6,2020.0,10,190.0,5,0,392,35,True,28
13670,43,183,33000,4,2020.0,200,180.0,5,0,2592,20,True,47
13671,69,571,13500,0,2007.0,49500,225.0,4,0,2592,2,False,27
13672,69,191,6600,0,2009.0,66000,70.0,3,1,881,2,False,43
13673,60,730,20990,0,2019.0,16000,150.0,5,0,2592,28,True,32
13674,7,689,15900,0,2016.0,104125,150.0,5,0,2444,15,True,29
13675,44,213,1590,4,2001.0,273028,82.0,5,1,1577,12,True,29
13676,7,693,19490,0,2012.0,183000,313.0,5,0,1577,31,True,17
13677,0,58,25490,4,2020.0,2251,180.0,3,1,1577,40,True,29
13679,33,644,6500,4,2014.0,160000,85.0,5,1,881,14,False,29
13680,4,88,1999,0,2002.0,303000,100.0,3,1,295,17,True,32
13681,4,92,22200,0,2016.0,130903,190.0,4,0,3045,34,True,45
13682,44,221,10500,0,2007.0,178500,170.0,5,1,2444,11,False,18
13683,49,531,4975,4,2012.0,146000,88.0,5,1,1577,9,True,25
13684,4,85,13500,0,2018.0,35000,116.0,5,1,881,11,True,25
13685,22,452,25750,4,2020.0,1,150.0,5,1,295,10,True,47
13686,44,352,42300,6,2020.0,5,218.0,5,1,1110,20,True,12
13687,69,377,25900,4,2014.0,121369,300.0,3,0,295,1,True,7
13689,9,197,4900,4,2007.0,180000,230.0,5,0,295,15,False,29
13690,7,692,25600,0,2016.0,49600,190.0,2,1,3062,12,True,44
13691,21,58,17900,4,2020.0,0,69.0,3,1,881,17,True,50
13692,11,156,13900,0,2018.0,42000,99.0,5,1,295,17,True,13
13693,4,89,23900,0,2018.0,54000,150.0,4,0,1577,46,True,31
13694,50,121,4600,0,2008.0,125000,100.0,5,1,1577,8,True,24
13697,31,824,11490,0,2010.0,199990,240.0,4,0,2592,33,True,29
13698,22,335,4700,4,2011.0,172000,82.0,5,1,295,15,True,17
13700,59,118,18900,0,2018.0,11263,95.0,5,1,1490,14,True,7
13701,7,693,3400,0,1999.0,296000,184.0,4,1,295,7,False,29
13702,4,597,23890,0,2016.0,59225,150.0,5,0,1179,5,True,29
13703,44,213,18900,0,2016.0,99750,136.0,5,1,1839,11,True,33
13704,55,680,6900,0,2010.0,196000,105.0,5,1,2444,17,True,22
13705,67,835,13900,5,2016.0,55479,100.0,5,0,3062,24,True,0
13706,67,150,20900,5,2019.0,28712,122.0,5,0,1577,29,True,7
13707,55,847,10700,1,2015.0,34000,88.0,5,0,881,21,True,29
13708,4,92,1250,4,2000.0,200000,193.0,4,0,295,26,True,29
13710,69,377,19590,0,2019.0,9444,115.0,5,1,434,33,True,29
13711,67,125,14200,5,2017.0,99671,136.0,5,0,1067,21,True,29
13712,7,692,17990,0,2016.0,160000,150.0,5,1,295,10,True,3
13713,21,58,10990,4,2018.0,62000,69.0,3,1,2592,20,True,36
13714,7,687,16900,0,2017.0,93114,150.0,5,1,1439,30,True,45
13715,69,565,17218,0,2016.0,182160,150.0,5,0,2592,25,True,45
13716,50,121,7000,0,2012.0,64000,110.0,5,1,2444,4,False,47
13717,4,88,4799,0,2006.0,225000,140.0,5,1,1577,12,True,29
13718,7,691,15900,0,2015.0,136000,143.0,4,1,2592,20,True,2
13719,46,484,14500,0,2017.0,62000,95.0,5,1,1577,31,True,1
13720,55,392,2000,0,2006.0,195000,130.0,5,1,1577,18,True,45
13721,67,150,18895,5,2018.0,20900,122.0,5,0,3062,26,True,29
13722,50,400,41600,6,2020.0,0,300.0,5,0,881,32,True,44
13723,7,691,13500,0,2013.0,110000,143.0,4,0,295,17,True,39
13724,4,603,36990,0,2016.0,173000,272.0,5,0,2086,54,True,32
13725,51,563,10990,0,2017.0,73059,100.0,4,1,1208,7,True,29
13726,59,490,995,4,1993.0,142000,42.0,3,1,881,18,True,5
13727,46,263,20895,0,2017.0,10083,116.0,5,1,1450,12,True,29
13728,7,687,3800,0,2005.0,174334,122.0,5,1,1577,7,False,13
13729,19,277,28990,4,2019.0,10068,130.0,5,0,295,17,True,49
13730,24,176,13500,0,2015.0,145300,120.0,5,1,3062,26,False,31
13731,44,221,13000,0,2010.0,158000,136.0,4,0,1540,7,False,31
13732,50,515,11990,0,2016.0,74000,136.0,5,1,881,14,True,25
13733,44,221,3600,0,2006.0,500000,190.0,4,0,881,0,False,37
13734,44,213,38500,4,2019.0,40500,224.0,5,1,1041,23,True,46
13735,44,215,5700,4,2004.0,250000,143.0,4,1,2592,24,False,29
13736,69,191,18500,0,2019.0,15477,102.0,4,0,1642,10,True,29
13737,22,517,13900,0,2015.0,112000,150.0,5,1,1577,4,False,0
13738,4,89,1890,0,2004.0,410000,130.0,4,1,2592,10,True,7
13739,44,213,23490,4,2018.0,28504,163.0,5,1,1577,15,True,45
13740,44,801,30800,0,2019.0,5000,136.0,4,0,881,17,True,7
13741,67,127,2200,4,1999.0,164663,110.0,4,1,1577,11,False,28
13742,51,15,15990,4,2019.0,24755,82.0,5,1,2986,15,True,39
13744,55,530,4500,4,2008.0,102794,100.0,3,1,1577,24,True,29
13745,69,377,13250,0,2016.0,78000,110.0,5,1,3062,7,True,39
13746,35,290,10000,0,2015.0,62870,105.0,5,1,881,26,True,29
13747,11,714,25900,0,2020.0,7362,150.0,4,1,255,26,True,29
13749,44,221,22490,0,2015.0,69990,170.0,4,0,295,42,True,39
13750,49,606,20900,4,2020.0,3617,140.0,5,1,881,9,True,16
13751,7,695,5000,4,1997.0,156000,193.0,4,0,3421,10,True,44
13752,55,239,9995,4,2015.0,38978,90.0,5,1,881,18,True,7
13753,26,401,6000,0,2006.0,92000,140.0,4,1,1577,4,False,25
13755,59,475,22900,4,2016.0,42000,290.0,5,1,3062,11,False,28
13756,44,215,67900,4,2019.0,5000,390.0,2,0,1577,22,True,7
13757,69,377,26500,4,2014.0,36500,220.0,3,0,1577,11,False,7
13758,7,813,40900,0,2018.0,88225,265.0,5,0,127,15,True,15
13759,54,560,88000,0,2017.0,86000,422.0,5,0,881,41,True,47
13762,64,428,8900,0,2007.0,152000,86.0,3,1,1577,16,True,7
13763,44,225,44900,0,2019.0,11550,163.0,5,0,881,54,True,45
13764,69,377,13500,0,2016.0,105000,110.0,5,1,295,50,True,12
13765,4,603,34900,0,2016.0,96000,218.0,5,0,881,23,True,32
