,make,model,price,fuel,year,kms,power,doors,shift,color,photos,is_professional,province
48767,44,801,6000,0,2007.0,165000,95.0,4,1,1577,9,False,10
48768,51,75,5490,0,2008.0,180000,120.0,5,1,1577,27,True,29
48769,55,239,4500,0,2013.0,229000,75.0,5,1,2592,10,True,20
48770,22,766,6500,0,2007.0,127403,110.0,4,1,1577,4,False,0
48771,69,377,27990,4,2014.0,64000,300.0,5,1,295,14,True,0
48772,59,417,5900,0,2011.0,106000,105.0,5,1,1545,36,True,23
48774,7,693,2990,0,1997.0,371000,143.0,4,1,1577,16,True,49
48775,51,40,2300,4,2008.0,200005,150.0,5,1,881,3,False,25
48776,59,106,19800,0,2018.0,104673,150.0,5,0,1577,22,True,39
48777,4,89,19900,0,2016.0,85890,150.0,5,1,3062,27,True,36
48778,26,868,13300,0,2014.0,95363,136.0,4,0,42,24,True,29
48779,7,692,36999,0,2017.0,50000,190.0,5,0,2592,9,False,31
48780,51,22,10200,4,2019.0,23107,82.0,5,1,881,19,True,6
48782,67,125,10990,5,2018.0,89000,136.0,5,0,881,9,True,29
48783,69,759,13500,0,2016.0,167000,115.0,5,1,881,10,True,39
48784,22,341,15800,4,2018.0,29321,125.0,5,1,881,34,True,29
48785,31,325,35990,0,2018.0,49000,180.0,5,0,1540,24,True,20
48786,33,200,17309,4,2019.0,11064,135.0,5,1,1577,11,True,29
48787,59,417,4500,0,2008.0,175000,105.0,5,1,2592,7,True,36
48788,11,163,4990,0,2011.0,193000,112.0,5,1,2592,16,True,29
48789,69,702,14990,0,2011.0,128000,140.0,5,1,2592,1,True,9
48791,24,176,13900,0,2013.0,187000,150.0,5,1,2542,17,True,7
48792,49,606,15900,0,2016.0,120000,130.0,5,0,1577,34,True,0
48794,22,341,8300,0,2015.0,153651,120.0,5,1,295,11,False,39
48795,70,821,35500,0,2016.0,80352,225.0,5,0,2592,20,True,32
48796,50,271,17490,4,2020.0,2,110.0,5,1,2824,17,True,48
48797,46,484,13900,4,2015.0,44000,122.0,2,1,881,13,True,20
48798,44,232,168900,4,2021.0,10,435.0,4,0,2592,14,True,7
48800,4,91,26500,0,2017.0,175000,190.0,5,0,1577,33,True,39
48803,51,40,5500,0,2008.0,170000,110.0,5,1,1577,12,True,7
48804,69,565,21700,0,2018.0,15477,150.0,4,1,2630,21,True,29
48805,51,75,8500,0,2008.0,210000,136.0,5,1,2444,13,False,7
48806,60,332,7000,0,2016.0,99900,90.0,5,1,881,6,True,36
48807,44,801,12999,0,2010.0,185000,150.0,4,0,1540,9,False,7
48808,44,215,36890,0,2020.0,10986,194.0,5,0,2104,32,True,47
48809,22,341,7980,0,2016.0,144000,95.0,5,1,881,9,False,49
48810,64,800,4500,4,1995.0,140000,95.0,3,0,3421,12,False,17
48811,22,452,11950,0,2011.0,25327,140.0,5,1,887,23,True,32
48812,4,85,14000,0,2016.0,68500,90.0,5,1,1577,5,False,7
48813,7,687,22900,0,2017.0,47500,150.0,5,1,927,23,True,9
48814,51,59,26795,0,2020.0,15,130.0,5,1,1577,54,True,2
48815,44,214,14400,0,2016.0,139999,109.0,5,0,881,19,True,32
48816,36,633,24900,0,2017.0,48000,150.0,5,1,881,9,True,25
48817,50,121,11800,0,2017.0,47268,136.0,4,0,1517,29,True,25
48818,67,585,3500,1,2006.0,203000,112.0,5,0,2592,4,False,49
48819,46,263,29900,0,2020.0,9500,150.0,5,0,1457,10,True,47
48820,4,89,25399,0,2018.0,30113,150.0,4,1,3380,10,True,29
48821,55,392,2500,0,2006.0,225000,105.0,5,1,2592,8,True,6
48822,22,636,49400,0,2020.0,0,213.0,4,0,1577,9,True,46
48823,11,714,41724,0,2020.0,4,177.0,5,0,2592,47,True,47
48824,4,600,14000,0,2011.0,102000,143.0,5,1,295,6,False,42
48825,4,95,9990,0,2006.0,160990,233.0,4,0,1577,1,True,47
48826,50,843,4990,4,2008.0,132300,115.0,5,1,2592,12,True,47
48827,21,561,8450,4,2019.0,16000,69.0,5,1,1577,22,True,39
48828,44,230,14999,0,2008.0,160000,224.0,5,0,1577,33,True,7
48830,11,383,6500,0,2010.0,134000,110.0,5,1,2592,21,True,32
48831,7,811,25900,0,2019.0,40122,116.0,5,1,881,41,True,10
48833,33,544,22900,5,2019.0,1100,141.0,5,0,1577,27,True,7
48834,59,122,20990,4,2019.0,17134,115.0,5,1,1500,20,True,27
48835,44,213,14900,0,2015.0,93000,109.0,5,0,881,18,False,29
48836,46,484,9500,4,2008.0,40000,116.0,2,1,823,10,False,2
48837,50,423,10200,0,2015.0,100000,140.0,5,1,2444,17,True,38
48841,62,645,9100,0,2011.0,94000,165.0,5,0,1577,4,False,29
48842,60,549,8500,0,2013.0,156000,105.0,5,1,881,13,False,15
48843,49,809,28890,0,2019.0,1,150.0,5,1,881,24,True,7
48844,67,465,39900,0,2008.0,147000,286.0,5,0,3421,10,False,30
48846,7,691,18500,0,2016.0,90414,150.0,5,1,295,9,True,2
48847,50,258,16490,4,2020.0,5,100.0,5,1,1577,20,True,29
48848,51,37,1800,4,2001.0,182000,100.0,3,1,1577,15,True,7
48849,7,687,20990,4,2019.0,7600,140.0,5,1,881,10,True,25
48850,22,335,24450,4,2020.0,18000,200.0,5,1,1577,39,True,7
48851,7,687,5900,0,2008.0,231000,177.0,2,1,2592,3,False,29
48852,67,590,26600,0,2020.0,13500,131.0,5,0,1577,20,True,31
48853,61,861,10900,4,2018.0,33800,90.0,3,0,881,10,False,29
48855,11,383,8400,4,2012.0,92814,120.0,5,1,762,35,True,33
48856,51,40,17500,4,2019.0,7869,130.0,5,0,1226,13,True,29
48857,44,224,23500,0,2016.0,20000,136.0,5,1,2592,32,True,23
48858,54,203,27000,4,2010.0,94000,550.0,5,0,3062,6,False,42
48859,54,80,97999,4,2013.0,54500,400.0,2,0,1663,54,True,2
48860,4,88,16999,0,2016.0,123104,150.0,5,1,2954,8,True,29
48861,46,175,19490,4,2017.0,43350,136.0,5,0,2662,4,True,7
48862,69,565,7500,0,2007.0,55000,140.0,4,1,823,8,True,4
48863,22,308,21990,4,2019.0,0,125.0,5,1,295,12,True,2
48864,50,258,10190,4,2017.0,42903,90.0,5,1,2345,22,True,44
48865,69,759,3990,0,2006.0,240000,105.0,5,1,2592,19,True,9
48866,24,405,27490,4,2020.0,30,130.0,5,1,881,7,True,29
48867,55,198,13950,0,2017.0,30544,90.0,5,1,3314,20,True,29
48868,55,239,7100,4,2015.0,68000,90.0,5,1,2592,12,False,7
48869,70,782,15250,0,2015.0,60000,150.0,5,0,295,29,True,7
48870,70,821,53990,6,2017.0,57000,400.0,5,0,341,19,True,44
48872,59,122,21900,0,2017.0,54000,150.0,5,1,134,6,True,18
48873,22,766,14900,0,1995.0,160000,100.0,2,1,881,10,False,7
48874,55,530,5300,0,2007.0,161502,130.0,2,1,671,18,True,29
48875,69,577,12000,0,2017.0,47000,90.0,5,1,881,18,False,15
48876,59,122,27900,0,2020.0,12997,150.0,5,1,1500,22,True,27
48877,7,691,19990,0,2017.0,108000,150.0,5,0,2444,54,True,13
48880,11,160,4800,0,2011.0,251000,112.0,5,1,1577,9,True,7
48881,22,432,4485,4,2015.0,48928,69.0,3,1,881,16,True,42
48882,26,867,17400,4,2019.0,7600,120.0,5,1,295,15,True,15
48883,4,107,2000,0,2005.0,350000,163.0,5,1,2592,2,False,7
48884,49,606,7850,0,2009.0,200000,150.0,5,0,1577,21,True,29
48886,21,561,5900,4,2016.0,72771,69.0,5,1,2592,16,True,32
48887,70,819,42000,0,2019.0,1,190.0,5,0,881,23,True,44
48888,7,691,5990,0,2005.0,272000,163.0,4,1,2592,30,True,29
48889,55,493,11400,0,2013.0,143300,100.0,4,1,1208,24,True,29
48890,60,678,17950,0,2015.0,46488,150.0,5,1,881,27,True,7
48891,55,530,19850,0,2019.0,25000,115.0,5,1,311,38,True,29
48892,64,112,3700,4,2010.0,45000,68.0,5,1,823,11,False,29
48893,26,864,12900,4,2019.0,3650,100.0,5,0,3062,11,False,4
48894,51,15,14000,4,2019.0,7500,82.0,5,1,881,2,False,17
48895,69,377,3750,0,2001.0,180000,115.0,5,1,1577,15,True,47
48896,31,325,37900,0,2017.0,84270,300.0,5,0,2608,37,True,29
48897,50,399,28300,4,2020.0,0,130.0,5,1,295,16,True,47
48898,59,757,15900,0,2017.0,46000,115.0,5,1,295,18,True,28
48899,4,88,21490,4,2016.0,72000,150.0,3,0,2592,31,True,32
48900,4,85,16490,4,2017.0,63434,125.0,5,0,2592,33,True,29
48901,44,720,13999,0,2015.0,184000,95.0,4,1,2444,11,True,29
48902,51,322,17900,0,2017.0,40478,120.0,4,1,881,30,True,20
48903,67,150,18990,5,2018.0,123200,122.0,5,0,1577,28,True,45
48904,55,392,18000,0,2017.0,32000,130.0,5,1,2444,4,False,32
48905,67,125,11700,4,2016.0,48660,116.0,5,1,881,18,True,7
48907,60,211,6990,4,2018.0,42300,60.0,5,1,295,6,True,6
48908,31,823,19450,0,2015.0,140000,180.0,4,0,1562,15,True,29
48909,67,835,8500,4,2017.0,39500,69.0,5,1,3062,7,True,39
48910,60,549,1600,0,2009.0,407000,105.0,5,1,881,5,False,29
48911,26,706,3000,0,2007.0,240000,140.0,4,1,2592,12,False,45
48912,26,867,11495,4,2018.0,55384,120.0,5,1,3062,50,True,10
48913,43,502,11650,0,2017.0,104000,150.0,5,1,3083,7,True,39
48914,61,861,15500,1,2020.0,1806,82.0,3,1,3226,23,True,7
48915,11,156,13400,4,2019.0,46084,82.0,5,1,1577,15,True,7
48916,51,64,13990,0,2016.0,90000,150.0,5,1,2592,19,True,47
48917,7,811,19950,0,2017.0,59700,116.0,5,1,2592,35,True,29
48918,55,387,5600,0,2007.0,192000,175.0,5,1,2592,11,False,29
48919,7,687,11500,0,2009.0,115000,204.0,5,1,1577,15,True,7
48921,1,8,2000,0,2008.0,230000,120.0,5,1,2592,12,False,29
48922,44,214,17500,0,2015.0,40000,109.0,5,0,1577,33,True,9
48923,69,565,16850,0,2017.0,61274,120.0,5,1,2602,34,True,7
48924,36,289,62800,0,2020.0,1,200.0,3,0,881,4,True,29
48925,50,399,26800,0,2020.0,5,130.0,5,1,3062,23,True,44
48926,11,139,2000,0,2007.0,372993,75.0,3,1,881,0,False,42
48927,22,647,33900,0,2019.0,23000,190.0,5,0,2592,26,True,27
48928,33,707,26100,0,2018.0,27500,200.0,5,1,881,18,True,18
48929,7,694,31890,0,2014.0,73000,313.0,4,0,1577,22,True,29
48930,44,214,24900,0,2018.0,25800,136.0,5,0,1936,16,True,46
48931,59,106,4999,0,2005.0,188000,130.0,5,1,1577,12,True,22
48932,67,835,9690,4,2016.0,75000,99.0,5,1,881,41,True,29
48933,44,236,4200,4,2005.0,175000,163.0,2,1,1577,3,False,47
48934,11,160,2200,0,2004.0,202860,110.0,5,1,1577,6,False,39
48935,4,89,19999,0,2018.0,129000,150.0,4,1,2592,13,True,23
48936,44,801,11900,0,2013.0,230000,163.0,4,0,2592,15,False,6
48937,49,45,12500,4,2008.0,120000,313.0,2,1,2592,4,False,45
48938,38,412,12000,5,2013.0,320000,223.0,4,0,881,5,False,0
48939,50,802,14300,0,2017.0,125900,125.0,4,1,881,18,True,8
48940,55,392,11900,0,2016.0,99700,110.0,5,1,2592,13,True,7
48941,44,231,8500,0,2007.0,149000,190.0,5,0,2592,16,False,29
48943,7,815,15000,4,2008.0,240000,355.0,5,0,881,4,False,33
48944,22,529,31990,4,2016.0,39000,314.0,2,1,2127,23,True,47
48945,26,867,9900,0,2017.0,122417,95.0,5,1,881,33,True,29
48947,59,111,3000,0,2008.0,280000,105.0,5,1,881,8,False,2
48948,7,690,18620,0,2018.0,92021,150.0,5,0,1997,17,True,37
48949,49,809,24600,0,2018.0,24276,130.0,5,1,1029,27,True,20
48950,69,377,3800,0,2005.0,200000,105.0,3,1,2592,4,False,31
48951,51,64,15450,0,2017.0,79000,180.0,5,0,2421,52,True,29
48952,11,166,16900,0,2016.0,60737,180.0,4,0,2592,21,True,16
48953,55,317,27490,0,2018.0,48170,160.0,5,0,881,33,True,39
48954,1,373,17990,0,2017.0,21000,150.0,4,1,2897,26,True,7
48955,33,725,16300,4,2019.0,18500,100.0,5,1,1577,21,True,36
48956,7,693,26999,5,2016.0,65240,340.0,4,0,295,54,True,3
48957,26,863,10500,4,2019.0,13262,66.0,5,1,2592,9,True,22
48958,7,687,13000,0,2012.0,122000,143.0,3,1,881,11,False,45
48960,51,33,24995,4,2020.0,10,130.0,5,1,3062,54,True,10
48961,59,475,14995,4,2019.0,38560,130.0,5,1,2592,54,True,31
48962,4,88,900,0,1998.0,310000,110.0,3,1,881,2,False,45
48963,51,643,17600,0,2020.0,9800,100.0,5,1,1987,8,True,15
48964,51,40,3700,0,2008.0,160000,110.0,5,1,1577,8,True,29
48965,59,122,26490,4,2019.0,32259,150.0,5,0,3062,24,True,29
48966,26,747,8000,0,2004.0,200000,150.0,5,1,1577,6,False,25
48968,26,864,9900,4,2017.0,70045,84.0,5,1,3062,6,True,2
48969,33,848,8500,0,2016.0,45000,136.0,5,1,881,11,False,2
48970,4,597,22400,0,2015.0,49861,150.0,5,1,1416,7,True,50
48971,50,271,18900,4,2020.0,1,110.0,5,1,1577,21,True,49
48972,50,121,12900,0,2017.0,50800,110.0,5,1,3062,13,True,29
48975,22,341,18800,0,2016.0,71134,185.0,5,1,1577,15,True,31
48976,69,377,18999,4,2011.0,149500,271.0,5,0,2592,54,True,2
48977,7,691,28900,0,2019.0,26300,190.0,4,0,236,16,True,29
48978,50,244,2800,0,2008.0,217000,75.0,3,1,881,7,False,29
48979,4,597,19750,0,2016.0,89000,150.0,5,1,2954,32,True,7
48980,51,5,9990,4,2019.0,22967,72.0,5,1,1997,36,True,29
48981,55,530,6400,0,2012.0,164000,110.0,5,1,2592,34,True,37
48982,11,139,14485,0,2018.0,9995,99.0,5,0,2444,22,True,25
48983,4,92,26900,0,2012.0,96000,313.0,5,0,2529,48,True,10
48984,60,549,13850,0,2018.0,95000,116.0,5,1,2324,16,True,7
48985,50,258,8000,0,2017.0,113211,75.0,5,1,881,25,True,18
48986,11,160,3900,4,2005.0,113000,110.0,5,0,823,10,True,2
48987,26,863,9895,4,2019.0,9999,66.0,5,1,1577,36,True,31
48988,11,155,5500,4,2012.0,140000,73.0,5,1,2592,9,True,2
48990,67,127,13900,0,2016.0,40776,143.0,4,1,80,27,True,7
48991,7,688,20699,0,2016.0,53164,150.0,2,0,881,23,True,7
48992,50,258,15500,4,2020.0,5024,100.0,5,1,1577,23,True,7
48993,50,121,5599,4,2010.0,118887,115.0,5,1,1577,6,False,27
48994,49,425,16275,4,2019.0,18640,112.0,5,0,881,11,True,31
48995,11,155,15780,4,2021.0,1,110.0,5,1,1057,9,True,29
48996,50,258,6700,0,2016.0,147000,75.0,5,1,881,23,True,47
48997,59,417,7490,0,2016.0,139000,75.0,5,1,881,8,True,5
48998,7,691,19500,0,2018.0,55000,116.0,4,0,881,12,True,32
48999,51,33,27990,0,2019.0,22192,130.0,5,1,783,32,True,39
49000,7,811,12990,0,2010.0,97000,143.0,5,1,2592,54,True,29
49001,59,118,16900,4,2019.0,48067,115.0,5,1,1223,42,True,39
49002,27,609,26999,0,2015.0,110000,238.0,5,0,2592,15,True,33
49003,49,425,13500,0,2017.0,81177,110.0,5,1,3062,15,True,7
49004,7,816,39900,4,2010.0,148000,555.0,5,0,3062,15,True,7
49005,51,64,14300,0,2017.0,117125,120.0,4,1,1577,13,True,45
49006,59,417,9600,4,2017.0,30637,90.0,5,1,643,27,True,41
49007,22,308,15990,4,2019.0,4000,125.0,5,1,295,8,True,25
49008,7,687,14000,0,2014.0,122000,143.0,5,1,2592,10,False,7
49010,49,809,17950,0,2016.0,59651,130.0,5,1,1577,44,True,7
49011,44,215,21000,0,2015.0,63000,170.0,4,0,1577,8,False,29
49012,22,452,23500,0,2019.0,35107,150.0,5,1,881,20,True,10
49013,55,239,8485,4,2018.0,24995,90.0,5,1,881,23,True,42
49014,58,115,5500,0,2004.0,126000,125.0,5,1,881,8,False,16
49015,33,707,17990,0,2014.0,128162,197.0,5,0,881,25,True,32
49017,55,680,20900,0,2019.0,12243,150.0,5,1,881,18,True,50
49018,44,215,30900,0,2018.0,71609,170.0,4,0,1959,25,True,32
49019,11,541,5695,0,2016.0,115600,80.0,5,1,881,25,True,29
49020,67,131,3100,0,2008.0,125000,54.0,3,1,295,10,False,24
49022,11,155,6900,0,2015.0,127011,68.0,5,1,881,11,True,31
49024,7,691,3250,0,2003.0,177000,150.0,4,1,2592,11,False,32
49026,69,377,5750,0,2008.0,200000,140.0,5,0,295,20,True,7
49027,22,647,4900,0,2006.0,247000,140.0,5,1,1882,16,True,39
49028,51,15,13500,4,2017.0,39257,110.0,5,1,1777,19,True,37
49029,7,687,24999,4,2013.0,119500,320.0,3,0,881,54,True,1
49030,22,335,2900,0,2005.0,170000,90.0,3,1,295,9,False,4
49031,4,90,17300,0,2013.0,158900,177.0,5,0,2444,10,False,41
49032,69,267,23500,0,2019.0,28601,140.0,4,1,881,14,True,33
49033,24,407,25900,1,2020.0,5000,154.0,5,0,881,6,False,29
49034,7,814,46490,4,2017.0,37250,360.0,5,0,2216,34,True,18
49035,7,689,31900,6,2019.0,14768,224.0,5,0,236,10,True,29
49036,7,815,18000,0,2009.0,135000,235.0,5,0,3421,9,False,29
49037,51,59,13600,0,2016.0,110507,120.0,5,0,3007,32,True,29
49038,60,332,13690,4,2018.0,12000,110.0,5,1,3438,35,True,27
49039,69,566,11900,0,2011.0,159000,170.0,4,0,1577,48,True,39
49040,11,155,11100,0,2017.0,38846,75.0,5,1,881,13,True,18
49041,7,691,6900,0,2006.0,146000,150.0,4,1,295,16,True,29
49042,55,764,12750,0,2006.0,229716,100.0,4,1,2592,15,False,29
49044,70,779,21990,4,2018.0,21371,122.0,5,1,1577,32,True,41
49045,50,271,16500,4,2019.0,18484,130.0,5,1,2688,27,True,31
49046,11,155,8950,0,2016.0,104000,75.0,5,1,2592,18,True,29
49047,7,691,11950,0,2013.0,232000,143.0,5,0,881,9,False,15
49048,70,779,13500,0,2015.0,155000,120.0,5,1,1577,28,True,46
49049,50,423,19290,0,2019.0,23785,136.0,5,1,2592,19,True,29
49050,44,221,3600,4,2002.0,185000,224.0,4,0,631,18,True,29
49051,4,89,11000,0,2013.0,220000,143.0,4,1,1577,4,False,39
49052,69,752,23990,4,2018.0,21120,125.0,5,1,2266,28,True,29
49053,36,293,36900,0,2019.0,17500,150.0,5,0,2908,11,True,29
49054,7,691,31990,0,2019.0,24500,150.0,4,0,2592,32,True,18
49055,69,377,17990,0,2016.0,50143,110.0,5,0,295,23,True,7
49056,24,101,7300,0,2009.0,184000,150.0,4,1,881,9,False,7
49057,7,687,4500,0,2008.0,319000,143.0,5,1,295,46,True,29
49058,33,200,16550,4,2018.0,18700,135.0,5,1,1041,5,True,45
49059,59,118,18500,0,2019.0,25851,95.0,5,1,788,24,True,49
49061,21,684,750,4,1999.0,226000,54.0,3,1,881,7,False,35
49062,69,377,3000,0,2008.0,330000,105.0,5,1,1577,5,False,18
49063,69,734,20300,4,2020.0,5810,115.0,5,0,295,11,True,26
49064,22,335,3500,0,2008.0,122000,68.0,5,1,1540,11,True,2
49065,4,603,97500,0,2020.0,35000,435.0,5,0,881,22,True,29
49066,4,88,17800,3,2017.0,67236,110.0,5,1,881,12,True,29
49067,69,677,14240,4,2010.0,91500,122.0,3,1,2592,28,True,45
49068,51,52,3700,0,2008.0,200000,110.0,4,1,2592,7,False,5
49069,51,40,9000,0,2016.0,80000,100.0,5,1,295,11,False,29
49070,44,221,19900,0,2012.0,110000,170.0,2,0,881,7,False,7
49071,43,184,14390,0,2016.0,129173,150.0,5,1,881,37,True,29
49073,67,835,14000,5,2018.0,27000,100.0,5,0,295,17,False,46
49074,22,341,21500,4,2020.0,75,125.0,5,1,1577,15,True,2
49075,22,761,17400,0,2020.0,17,100.0,5,1,2592,13,True,7
49076,67,125,9950,0,2017.0,147000,90.0,5,1,2444,38,True,19
49077,21,58,7590,4,2010.0,54000,100.0,3,0,3062,9,True,7
49080,69,379,19900,0,2018.0,21000,150.0,5,0,2385,6,True,3
49081,59,118,18380,4,2021.0,0,95.0,5,1,3062,8,True,45
49082,36,633,52990,0,2019.0,12,150.0,5,0,1708,18,True,7
49083,7,691,9990,0,2009.0,180000,245.0,5,0,1835,17,True,41
49084,22,335,4250,4,2008.0,64200,70.0,3,1,2592,8,False,7
49085,69,113,19900,0,2016.0,80000,140.0,4,1,881,30,True,16
49087,64,733,16300,5,2020.0,0,83.0,5,0,1577,10,True,29
49088,11,286,11400,0,2013.0,101365,163.0,5,1,887,28,True,32
49089,62,449,10990,4,2013.0,87461,149.0,5,1,881,30,True,36
49090,55,239,8300,0,2016.0,149000,90.0,5,1,881,10,True,39
49091,69,759,23900,0,2017.0,61000,115.0,5,0,295,16,True,45
49093,55,198,10500,0,2013.0,69000,90.0,5,1,540,17,True,36
49094,46,263,18490,0,2016.0,98490,143.0,5,1,768,14,True,15
49095,51,563,16500,0,2018.0,2,98.0,4,1,977,11,True,20
49096,11,163,2990,0,2009.0,234000,110.0,5,0,2592,6,False,7
49097,67,835,1950,4,2003.0,156000,65.0,3,1,295,2,False,41
49098,55,239,13890,4,2019.0,15285,90.0,5,1,2592,12,True,7
49099,9,272,6900,0,2013.0,159000,163.0,5,1,1577,54,True,29
49100,69,759,4990,0,2006.0,206000,105.0,5,1,1577,9,True,7
49101,32,386,13600,0,2008.0,138000,218.0,5,0,2592,37,True,29
49103,21,755,7850,0,2017.0,71000,95.0,5,1,0,27,True,7
49105,51,22,4950,0,2013.0,180881,68.0,5,1,881,14,True,2
49106,11,383,8995,0,2011.0,127000,112.0,5,1,2444,20,True,45
49107,69,199,28990,0,2019.0,13398,102.0,4,1,295,17,True,0
49109,7,691,20500,0,2016.0,95000,150.0,4,0,108,9,True,48
49110,51,142,17900,0,2017.0,60617,130.0,4,1,881,7,True,20
49111,59,475,15500,0,2018.0,55410,115.0,5,1,25,9,True,18
49113,69,565,33890,6,2019.0,22199,218.0,5,0,910,20,True,21
49114,60,549,14000,0,2017.0,82000,116.0,5,1,1577,11,True,39
49115,22,335,16590,0,2020.0,1,85.0,5,1,3259,17,True,19
49116,7,815,53500,6,2018.0,65000,313.0,5,0,2592,54,True,29
49118,49,508,18275,4,2020.0,0,100.0,5,1,823,11,True,45
49119,4,89,4600,0,2005.0,155000,140.0,5,1,2592,9,False,45
49120,67,406,18990,0,2017.0,99300,150.0,4,1,881,14,True,23
49121,49,606,14790,0,2016.0,89784,130.0,5,1,1577,34,True,47
49122,44,215,11500,0,2011.0,230000,204.0,4,0,3421,17,True,31
49123,7,811,31990,0,2018.0,19000,150.0,5,0,108,4,True,7
49124,69,565,23812,0,2017.0,136800,240.0,5,0,881,19,True,45
49125,50,121,9500,4,2015.0,130000,125.0,5,1,1577,17,True,29
49128,60,332,11000,4,2019.0,20120,95.0,5,1,295,12,False,7
49129,44,224,19500,0,2016.0,92608,136.0,5,0,295,10,True,39
49131,22,335,5995,0,2010.0,100000,70.0,5,1,3460,31,True,29
49132,26,863,12399,4,2020.0,4500,67.0,5,1,295,34,True,15
49133,4,88,13490,0,2016.0,154000,110.0,5,1,3062,54,True,45
49134,55,743,14950,0,2017.0,99254,130.0,5,0,881,31,True,29
49135,67,835,14750,5,2018.0,30630,100.0,5,0,881,18,True,0
49136,50,423,19490,4,2019.0,60943,165.0,5,1,1577,34,True,7
49137,51,20,2600,0,2007.0,205000,90.0,5,1,1577,5,True,45
49139,50,399,19999,0,2020.0,22065,130.0,5,1,881,18,True,45
49140,50,121,4499,0,2011.0,209256,110.0,5,1,881,31,True,45
49141,44,215,25500,0,2016.0,54000,204.0,5,0,1577,26,True,0
49142,11,541,6990,0,2016.0,93668,75.0,4,1,881,18,True,44
49143,22,766,4500,0,2006.0,258000,90.0,4,1,881,4,False,1
49145,50,121,17500,4,2020.0,4120,110.0,5,1,3062,25,True,7
49146,54,203,11000,4,2005.0,319150,340.0,5,0,1577,24,True,29
49147,60,332,5500,4,2014.0,119000,60.0,5,1,881,10,True,32
49148,27,601,23990,0,2018.0,10830,170.0,4,0,2315,49,True,29
49149,33,587,4000,4,2010.0,131174,90.0,3,1,881,9,False,13
49151,7,687,15700,0,2018.0,92041,116.0,5,1,881,15,True,36
49154,44,224,22999,0,2015.0,90000,170.0,5,0,881,41,True,29
49155,4,92,2000,0,2002.0,293527,130.0,4,1,1540,7,True,49
49156,54,560,145000,4,2018.0,8000,550.0,5,0,2304,28,True,45
49157,11,162,8590,4,2016.0,55600,82.0,5,1,881,12,False,45
49158,0,58,16990,4,2016.0,51929,140.0,3,1,881,30,True,45
49159,31,701,15500,4,2006.0,189022,298.0,3,0,3510,37,True,45
49161,4,89,26199,0,2017.0,65771,190.0,5,0,1294,10,True,45
49162,22,341,13500,0,2017.0,56000,120.0,5,1,1577,5,False,45
49163,55,239,21750,4,2020.0,5500,140.0,5,0,2542,8,True,7
49164,31,823,16490,0,2017.0,130000,163.0,4,1,1540,14,True,41
49165,51,563,13900,0,2017.0,44738,100.0,4,1,881,6,True,6
49166,67,207,5000,4,1992.0,148000,160.0,3,1,881,13,True,7
49167,4,603,12000,0,2006.0,192459,233.0,5,0,1577,7,False,29
49168,11,160,4300,0,2008.0,127600,110.0,3,1,3062,3,False,10
49169,67,585,4499,5,2007.0,178000,112.0,5,0,2592,23,True,47
49171,4,94,24300,0,2012.0,81301,245.0,5,0,3011,48,True,29
49173,51,40,11990,4,2016.0,52000,130.0,5,1,881,27,True,32
49174,70,782,28000,0,2019.0,32000,190.0,5,0,1577,23,True,29
49175,44,221,6400,0,2007.0,290000,224.0,5,0,2592,6,False,24
49176,4,89,8900,0,2006.0,170000,233.0,4,0,2592,20,True,34
49177,38,630,6990,4,2006.0,217254,276.0,5,0,2592,35,True,7
49178,44,221,18990,0,2013.0,94000,204.0,2,0,2592,12,True,20
49179,67,125,4999,0,2008.0,150000,177.0,5,1,1577,11,True,16
49180,51,40,21045,0,2020.0,0,130.0,5,1,881,27,True,10
49181,22,517,26500,0,2018.0,8461,150.0,5,0,295,15,True,47
49182,4,596,23000,0,2018.0,6430,116.0,5,1,1577,20,False,31
49183,41,372,49500,4,2016.0,40000,410.0,4,0,1577,7,False,49
49184,4,85,14300,4,2016.0,53925,95.0,5,1,1509,21,True,29
49185,22,647,5500,4,2007.0,154000,145.0,5,1,1577,14,True,45
49187,59,417,9900,4,2018.0,34000,75.0,5,1,3062,7,True,10
49188,51,563,12500,0,2016.0,97000,100.0,5,1,1577,18,True,36
49190,4,88,24500,0,2019.0,11725,116.0,5,1,3265,12,True,7
49191,7,687,14490,4,2016.0,153911,109.0,5,1,881,26,True,45
49192,46,263,18499,4,2014.0,57500,190.0,5,1,881,54,True,2
49193,4,88,4000,0,2005.0,280000,105.0,3,1,2592,14,False,18
49195,4,91,29900,0,2016.0,59000,190.0,5,0,881,54,True,44
49196,54,80,119900,4,2016.0,37000,420.0,2,0,2592,21,True,7
49198,50,258,8900,4,2018.0,54494,90.0,5,1,881,30,True,41
49199,4,657,56990,4,2016.0,89000,605.0,4,0,1577,35,True,29
49200,69,199,29500,0,2020.0,16787,150.0,4,0,2481,19,True,39
49201,10,396,2750,0,2006.0,270000,150.0,5,0,295,15,True,29
49202,33,848,13699,4,2019.0,23540,100.0,5,1,881,26,True,29
49204,4,737,12900,4,2007.0,119000,200.0,3,0,1577,17,True,45
49206,7,691,3800,4,1995.0,165000,150.0,4,1,2592,14,False,22
49207,59,417,8999,0,2015.0,80000,90.0,5,1,2337,11,True,47
49208,49,606,15495,4,2018.0,86472,115.0,5,1,881,54,True,45
49209,55,530,8800,0,2016.0,181000,90.0,5,1,881,15,True,10
