,make,price,fuel,year,kms,power,doors,shift,color,photos,is_professional,province
19675,KIA,3200,Gasolina,2008.0,151000,126.0,3,Manual,Rojo,17,True,Madrid
19676,VOLKSWAGEN,13990,Híbrido enchufable,2015.0,234000,204.0,5,Automático,Gris / Plata,14,True,Madrid
19677,VOLVO,12800,Diésel,2011.0,171000,163.0,5,Manual,Gris / Plata,9,True,Navarra
19678,ALFA ROMEO,5900,Diésel,2006.0,170000,200.0,4,Automático,Negro,9,False,Valencia
19679,AUDI,15490,Diésel,2012.0,160000,177.0,5,Automático,Negro,29,True,Pontevedra
19680,AUDI,19999,Gasolina,2003.0,155900,450.0,4,Automático,Gris / Plata,17,True,Lugo
19681,OPEL,4000,Diésel,2007.0,176000,90.0,3,Manual,Rojo,7,False,Madrid
19682,VOLKSWAGEN,15990,Diésel,2016.0,59000,120.0,5,Manual,Negro,21,True,Vizcaya
19683,PEUGEOT,30750,Diésel,2020.0,7250,130.0,5,Automático,Negro,34,True,Vizcaya
19685,MAZDA,28700,Gasolina,2019.0,6200,122.0,5,Manual,Gris / Plata,7,True,La Rioja
19686,FORD,14500,Diésel,2020.0,7,75.0,4,Manual,Blanco,10,True,Tarragona
19687,VOLKSWAGEN,29900,Gasolina,2014.0,79900,300.0,5,Automático,Rojo,18,True,Málaga
19688,OPEL,18900,Gasolina,2019.0,94,110.0,5,Manual,Gris / Plata (DISPONIBILIDAD DE VARIOS COLORES),9,True,Huelva
19689,HYUNDAI,4800,Diésel,2010.0,168000,90.0,5,Manual,Negro,4,False,Pontevedra
19690,FIAT,15450,Diésel,2016.0,79000,115.0,4,Manual,Blanco (MFP02 Blanco),24,True,Valencia
19691,MERCEDES-BENZ,5899,Diésel,2013.0,265000,90.0,3,Manual,Blanco,8,True,Toledo
19692,VOLVO,15900,Diésel,2017.0,82041,120.0,4,Manual,Granate,5,True,Burgos
19694,OPEL,16990,Diésel,2015.0,69700,136.0,5,Manual,Negro,31,True,Barcelona
19695,FIAT,5250,Gasolina,2011.0,90000,77.0,5,Manual,Negro,10,True,Barcelona
19697,MINI,19400,Gasolina,2019.0,2774,102.0,5,Manual,Blanco (Pepper White),42,True,Álava
19698,LEXUS,29900,Híbrido,2018.0,55350,197.0,5,Automático,Rojo (ROJO BURDEOS),15,True,La Rioja
19699,VOLVO,3500,Diésel,2004.0,274000,136.0,4,Manual,Negro,16,False,Málaga
19701,RENAULT,7990,Diésel,2014.0,136350,110.0,4,Manual,Gris / Plata,3,True,Albacete
19702,FORD,8500,Diésel,2011.0,89176,95.0,5,Manual,Negro,23,True,Barcelona
19703,CITROEN,13150,Gasolina,2020.0,7097,82.0,5,Manual,Blanco,37,True,Baleares
19704,LAND-ROVER,39690,Diésel,2019.0,0,150.0,5,Manual,Blanco,7,True,Barcelona
19705,LAND-ROVER,84900,Diésel,2020.0,0,240.0,5,Automático,Marrón (1DK Gondwana Stone - metalizada),17,True,Huesca
19706,RENAULT,1900,Diésel,2006.0,313000,80.0,5,Manual,Blanco,5,False,Soria
19707,TOYOTA,8499,Diésel,2014.0,169000,124.0,5,Manual,Blanco,16,True,Valencia
19708,CITROEN,8599,Gasolina,2015.0,108988,82.0,5,Manual,Blanco,26,True,Barcelona
19709,PORSCHE,38800,Gasolina,2012.0,41950,300.0,5,Automático,Negro,38,True,Madrid
19710,RENAULT,20490,Diésel,2016.0,92800,160.0,5,Automático,Gris / Plata,35,True,Valencia
19711,RENAULT,8700,Diésel,2011.0,123792,150.0,4,Manual,Gris / Plata (*RIV*),32,True,Madrid
19712,VOLKSWAGEN,4990,Diésel,2009.0,239000,105.0,5,Manual,Gris / Plata,9,True,Orense
19713,AUDI,3200,Diésel,2001.0,344000,180.0,4,Automático,Negro,9,True,Sevilla
19715,BMW,6500,Gasolina,2006.0,119000,115.0,5,Manual,Azul,6,True,Lleida
19716,CITROEN,16950,Diésel,2018.0,30390,120.0,5,Manual,Gris / Plata,18,True,Madrid
19717,OPEL,3490,Diésel,2007.0,213000,120.0,5,Manual,Gris / Plata,8,True,Valladolid
19718,PEUGEOT,3500,Gasolina,2007.0,76000,120.0,5,Automático,Verde,6,False,Barcelona
19719,SEAT,8000,Gasolina,2015.0,146000,110.0,5,Manual,Gris / Plata,21,False,Madrid
19720,PORSCHE,69990,Diésel,2017.0,69990,258.0,5,Automático,Gris / Plata,32,True,Asturias
19721,RENAULT,14990,Gasolina,2019.0,29684,90.0,5,Manual,Gris / Plata,12,True,Madrid
19722,FORD,11800,Diésel,2012.0,42000,140.0,5,Manual,Blanco,12,False,Barcelona
19723,CITROEN,10300,Diésel,2017.0,160000,120.0,5,Manual,Blanco,10,True,Tarragona
19724,AUDI,12500,Diésel,2008.0,224000,240.0,5,Automático,Negro,0,False,Girona
19725,MAZDA,25900,Gasolina,2019.0,3950,165.0,5,Manual,Blanco,12,True,Barcelona
19726,RENAULT,13990,Gasolina,2017.0,13742,130.0,5,Automático,Gris / Plata (Plata),54,True,Madrid
19727,CITROEN,3800,Diésel,2006.0,165395,110.0,5,Manual,Granate,6,False,Guadalajara
19728,CITROEN,8950,Diésel,2012.0,107000,163.0,5,Manual,Negro,17,True,Valencia
19729,TOYOTA,14000,Gasolina,1998.0,98000,178.0,5,Manual,Beige,5,False,Madrid
19730,MERCEDES-BENZ,1300,Diésel,1997.0,335000,177.0,4,Automático,Verde,8,False,Madrid
19731,FORD,16900,Gasolina,2019.0,20100,125.0,5,Manual,Gris / Plata,1,True,Murcia
19732,VOLKSWAGEN,5500,Diésel,2006.0,291000,140.0,5,Manual,Negro,7,False,Madrid
19733,MITSUBISHI,7900,Diésel,2005.0,199500,133.0,5,Manual,Gris / Plata,10,True,Navarra
19734,OPEL,2290,Diésel,2005.0,194000,70.0,5,Manual,Gris / Plata,15,True,Barcelona
19735,FIAT,10880,Gasolina,2019.0,32243,69.0,3,Manual,Negro,26,True,Sevilla
19736,VOLVO,5690,Gasolina,2009.0,235000,140.0,2,Manual,Rojo,6,False,Madrid
19737,RENAULT,12100,Gasolina,2017.0,60000,130.0,5,Manual,Azul,10,False,Madrid
19739,CITROEN,31500,Diésel,2020.0,2,122.0,2,Manual,Blanco (Blanco Banquise),15,True,Asturias
19740,FORD,15900,Diésel,2018.0,40354,120.0,5,Manual,Azul,9,True,Madrid
19741,VOLKSWAGEN,16500,Diésel,2016.0,188000,150.0,4,Automático,Blanco (Perla),14,True,Alicante
19743,MERCEDES-BENZ,23900,Gasolina,2017.0,44000,122.0,5,Automático,Blanco,19,True,Barcelona
19744,MERCEDES-BENZ,44490,Gasolina,2021.0,10,163.0,5,Automático,Rojo (ROJO PATAGONIA),0,True,Vizcaya
19745,FORD,13900,Diésel,2016.0,158000,125.0,5,Manual,Blanco,7,False,Madrid
19746,BMW,14800,Gasolina,2008.0,116000,170.0,2,Manual,Blanco,8,False,Alicante
19747,FIAT,7900,Gasolina,2018.0,40000,69.0,3,Manual,Negro,16,True,Madrid
19748,VOLKSWAGEN,10000,Gasolina,2011.0,150000,122.0,3,Manual,Negro,4,False,Valencia
19749,VOLKSWAGEN,14900,Diésel,2004.0,200000,130.0,4,Manual,Blanco,12,True,Sevilla
19750,MERCEDES-BENZ,22500,Diésel,2016.0,109000,136.0,5,Automático,Negro,45,True,Murcia
19751,VOLKSWAGEN,11850,Diésel,2016.0,123000,120.0,5,Manual,Gris / Plata,11,True,Valencia
19753,CITROEN,3900,Gasolina,2005.0,99848,68.0,5,Manual,Gris / Plata,21,True,Valencia
19754,VOLKSWAGEN,23900,Diésel,2016.0,100000,150.0,5,Manual,Negro,15,True,Castellón
19755,LEXUS,92500,Híbrido,2018.0,27896,359.0,4,Automático,Azul (Azul Océano),54,True,Burgos
19756,VOLKSWAGEN,7999,Diésel,2014.0,220000,150.0,5,Automático,Gris / Plata,7,False,Córdoba
19757,OPEL,9490,Gasolina,2018.0,24008,90.0,5,Manual,Blanco,17,True,Madrid
19759,MERCEDES-BENZ,17999,Diésel,2014.0,70000,136.0,5,Automático,Gris / Plata,20,True,Zaragoza
19760,PEUGEOT,42700,Híbrido enchufable,2020.0,10,225.0,5,Automático,Blanco,5,True,Barcelona
19761,LAND-ROVER,4100,Diésel,1999.0,300000,138.0,5,Manual,Gris / Plata,3,False,Las Palmas
19762,VOLKSWAGEN,9990,Diésel,2012.0,134121,105.0,5,Manual,Gris / Plata,27,True,Málaga
19765,SEAT,30900,Diésel,2020.0,21000,150.0,5,Automático,Verde (DARK CAMUFLAG),13,True,Sevilla
19766,HONDA,8900,Diésel,2009.0,164000,140.0,5,Manual,Beige,12,True,Badajoz
19767,VOLVO,65550,Diésel,2019.0,9587,235.0,5,Automático,Azul (Bursting Blue Metalizado Especial),36,True,Barcelona
19768,AUDI,31300,Híbrido enchufable,2018.0,17721,204.0,5,Automático,Rojo (Y1Y1 Rojo tango),20,True,Barcelona
19769,FIAT,8900,Gasolina,2018.0,22952,69.0,3,Automático,Negro (NEGRO VESUVIO),10,True,Baleares
19770,VOLKSWAGEN,9499,Diésel,2012.0,116000,105.0,4,Manual,Azul,9,True,Valladolid
19771,MERCEDES-BENZ,17300,Diésel,2011.0,122322,204.0,2,Automático,Azul (*ALC*),25,True,Zaragoza
19772,VOLKSWAGEN,11400,Diésel,2016.0,146909,110.0,5,Manual,Azul,32,True,Cáceres
19773,PEUGEOT,10800,Diésel,2017.0,80000,100.0,5,Manual,Blanco,7,True,Valencia
19774,NISSAN,7000,Diésel,2008.0,165000,106.0,5,Manual,Gris / Plata,20,False,Valencia
19775,BMW,22490,Diésel,2016.0,79600,150.0,2,Automático,Gris / Plata,23,True,Madrid
19776,SMART,14990,Gasolina,2018.0,44000,90.0,3,Automático,Blanco,12,True,Las Palmas
19777,RENAULT,5500,Gasolina,2010.0,66200,75.0,5,Manual,Azul,3,False,Cáceres
19778,AUDI,43500,Diésel,2020.0,20,163.0,4,Automático,H1H1 Gris Manhattan (metalizado),18,True,Girona
19780,OPEL,29990,Diésel,2017.0,2055,170.0,5,Manual,Gris / Plata (GRIS ACERO),13,True,Zaragoza
19782,LEXUS,30900,Híbrido,2017.0,49737,223.0,4,Automático,Gris / Plata (GRIS OSCURO),13,True,Vizcaya
19783,PEUGEOT,30900,Gasolina,2019.0,22364,180.0,5,Automático,Blanco,20,True,Valencia
19785,AUDI,22200,Gasolina,2019.0,60156,150.0,4,Automático,Negro (A2A2 Negro Brillante),35,True,Valencia
19786,FORD,17000,Diésel,2017.0,128123,150.0,5,Automático,Gris / Plata,3,True,Valencia
19787,VOLKSWAGEN,14000,Diésel,2005.0,250000,130.0,4,Manual,Blanco,9,False,Burgos
19788,AUDI,22900,Diésel,2014.0,99592,177.0,5,Automático,1R1R Gris Lava (efecto perla),15,True,Girona
19790,BMW,4500,Diésel,1986.0,145000,86.0,4,Manual,Azul,6,False,Tarragona
19791,OPEL,21500,Diésel,2019.0,10,136.0,5,Manual,Negro Mineral (metalizado),23,True,Zaragoza
19792,JAGUAR,28900,Diésel,2016.0,71000,180.0,5,Automático,Blanco,14,False,Alicante
19793,LAND-ROVER,15999,Diésel,2012.0,168000,150.0,5,Manual,Blanco,28,True,Zaragoza
19794,HYUNDAI,13850,Diésel,2015.0,96911,136.0,5,Manual,Rojo (*BAR*),30,True,Castellón
19795,FORD,12999,Diésel,2016.0,150000,150.0,5,Automático,Gris / Plata,11,True,Badajoz
19796,HYUNDAI,21750,Diésel,2018.0,89352,141.0,5,Automático,Negro,16,True,Alicante
19797,NISSAN,22600,Gasolina,2019.0,4043,140.0,5,Manual,Gris / Plata,35,True,Alicante
19798,MAZDA,17847,Diésel,2016.0,133085,175.0,5,Automático,Azul,25,True,Valencia
19799,BMW,13900,Diésel,2009.0,29700,177.0,2,Automático,Negro,1,False,Madrid
19800,NISSAN,8200,Diésel,2011.0,182125,110.0,5,Manual,Beige,10,True,Alicante
19801,PEUGEOT,31900,Diésel,2020.0,2,122.0,2,Manual,Blanco,13,True,Barcelona
19802,BMW,17990,Diésel,2013.0,124000,184.0,4,Automático,Negro,1,True,Sevilla
19804,BMW,1500,Gasolina,2002.0,340000,170.0,4,Manual,Granate,0,False,Cantabria
19805,VOLKSWAGEN,6999,Diésel,2008.0,127000,170.0,4,Automático,Negro,10,True,Madrid
19806,SEAT,16014,Gasolina,2020.0,1,95.0,5,Manual,Blanco,4,True,Burgos
19807,FORD,12400,Diésel,2017.0,83000,75.0,4,Manual,Blanco,36,True,Guipúzcoa
19809,RENAULT,13490,Gasolina,2019.0,13933,115.0,5,Manual,Gris / Plata (Gris),40,True,Madrid
19811,AUDI,24490,Diésel,2017.0,60000,150.0,5,Automático,Blanco,53,True,León
19812,MERCEDES-BENZ,32490,Gasolina,2020.0,5338,156.0,5,Automático,Rojo (Rojo Jupiter),39,True,Barcelona
19813,VOLKSWAGEN,17800,Diésel,2014.0,102236,150.0,5,Automático,Gris / Plata (*MAL*),30,True,Málaga
19814,PEUGEOT,18290,Diésel,2015.0,74765,120.0,5,Manual,Azul,33,True,Valencia
19816,CITROEN,13490,Gasolina,2018.0,15111,110.0,5,Manual,Gris / Plata,18,True,Girona
19817,AUDI,4499,Gasolina,2003.0,179000,150.0,3,Manual,Negro,5,True,Madrid
19818,LANCIA,3990,Gasolina,2008.0,120000,60.0,3,Manual,Marrón,10,True,Barcelona
19819,MERCEDES-BENZ,34900,Diésel,2020.0,5000,160.0,4,Automático,Gris / Plata,23,True,Barcelona
19820,OPEL,6500,Diésel,2010.0,167000,160.0,5,Manual,Negro,9,False,Madrid
19821,OPEL,20900,Gasolina,2020.0,1,110.0,5,Manual,Blanco,26,True,Navarra
19822,SKODA,7990,Diésel,2010.0,193000,140.0,5,Manual,Gris / Plata,17,True,Lleida
19823,BMW,23499,Diésel,2016.0,140000,190.0,5,Automático,Blanco,13,False,Albacete
19824,NISSAN,17990,Gasolina,2017.0,57900,218.0,5,Manual,Blanco,20,False,Barcelona
19825,AUDI,35500,Diésel,2017.0,77000,190.0,2,Automático,Gris / Plata,54,True,Valencia
19826,MERCEDES-BENZ,31500,Diésel,2019.0,26941,150.0,5,Automático,Blanco,18,True,Barcelona
19827,SKODA,10250,Diésel,2016.0,86000,110.0,5,Manual,"- Pintura No metalizada (excepto Azul Pacifico, sin coste)",23,True,Barcelona
19828,INFINITI,15700,Diésel,2017.0,94331,109.0,5,Manual,Marrón (CAN Chestnut Bronze metalizado),33,True,Las Palmas
19829,MERCEDES-BENZ,23990,Diésel,2017.0,140000,170.0,5,Automático,Negro (9G-TRONIC-TECHO PANORAMICO-AVANTGARDE-CUERO-NAVI),54,True,Madrid
19832,FORD,21900,Gasolina,2019.0,5505,150.0,5,Manual,Blanco,12,True,Huelva
19833,VOLKSWAGEN,5290,Diésel,2008.0,210000,105.0,5,Automático,Negro,25,True,Vizcaya
19835,DS,16490,Gasolina,2019.0,195,110.0,3,Automático,Rojo,16,True,Alicante
19837,RENAULT,11900,Diésel,2018.0,21000,75.0,4,Manual,Blanco,10,True,Baleares
19838,VOLKSWAGEN,26990,Diésel,2017.0,57301,184.0,5,Manual,Azul,24,True,Cáceres
19839,NISSAN,18723,Gasolina,2019.0,15700,140.0,5,Manual,Gris / Plata (KY0),5,True,Tenerife
19840,SEAT,13600,Diésel,2016.0,65000,110.0,5,Manual,Azul,5,False,Barcelona
19843,MITSUBISHI,7950,Diésel,2008.0,239000,140.0,4,Manual,Azul (MUY OSCURO),18,True,A Coruña
19844,PEUGEOT,2500,Gasolina,2008.0,100000,75.0,3,Manual,Azul,4,False,Almería
19845,MERCEDES-BENZ,41000,Gasolina,2015.0,30000,360.0,5,Automático,Blanco,6,False,Barcelona
19846,VOLKSWAGEN,18999,Gasolina,2011.0,149500,271.0,5,Automático,Negro,54,True,Albacete
19847,VOLKSWAGEN,19500,Gasolina,2020.0,3117,95.0,5,Manual,Z1Z1 Gris magnesio (metalizado),9,True,Lleida
19848,FORD,14900,Gasolina,2018.0,49000,125.0,5,Manual,Gris / Plata,8,True,Barcelona
19849,MAZDA,21500,Gasolina,2018.0,20500,165.0,5,Manual,Blanco,11,False,Alicante
19850,DAEWOO,1100,Gasolina,2002.0,86388,51.0,5,Manual,Verde,8,False,Valencia
19851,CITROEN,19200,Gasolina,2020.0,376,110.0,5,Manual,Beige,15,True,Zaragoza
19853,KIA,21999,Gasolina,2019.0,25880,132.0,5,Manual,Azul (Tela Negra),24,True,Madrid
19854,VOLVO,9500,Diésel,2008.0,92000,136.0,2,Automático,Blanco,4,False,Murcia
19855,RENAULT,5349,Gasolina,2008.0,49700,60.0,3,Automático,Azul,40,True,Alicante
19856,VOLKSWAGEN,18490,Gasolina,2016.0,42000,192.0,5,Manual,Gris / Plata,36,True,Valencia
19858,VOLVO,41100,Diésel,2020.0,1,190.0,5,Automático,Gris / Plata,14,True,Madrid
19859,FORD,2500,Diésel,2007.0,220000,115.0,3,Manual,Negro,7,False,Madrid
19861,MAZDA,28975,Gasolina,2020.0,10,122.0,5,Automático,Rojo (ROJO),28,True,Barcelona
19863,MERCEDES-BENZ,4350,Gasolina,2006.0,234185,204.0,3,Manual,Azul,21,True,Tarragona
19864,MERCEDES-BENZ,55000,Gasolina,2017.0,50000,367.0,5,Automático,Gris / Plata,9,True,Valencia
19865,SKODA,16500,Gasolina,2018.0,13790,115.0,5,Manual,Blanco (2Y2Y Blanco Luna),16,True,Granada
19866,KIA,17700,Gasolina,2018.0,32000,135.0,5,Manual,Blanco,10,True,Girona
19867,RENAULT,9500,Gasolina,2015.0,30000,115.0,5,Manual,369 Blanco Glaciar (opaco),18,True,Alicante
19869,FIAT,10900,Gasolina,2018.0,38944,69.0,3,Manual,Tejido LOUNGE Negro/Gris (logo 500 y cuadricula en color gris),23,True,Murcia
19870,VOLKSWAGEN,35900,Diésel,2019.0,21077,150.0,4,Automático,Azul (E2E2 Verano Azul sÃ³lido),15,True,Madrid
19872,VOLVO,27999,Diésel,2016.0,155000,235.0,5,Automático,Negro,5,True,Sevilla
19873,SUBARU,34950,Gasolina,2020.0,20,175.0,5,Automático,Rojo,25,True,Burgos
19874,LAND-ROVER,32900,Diésel,2015.0,149999,258.0,5,Automático,Negro,17,True,Barcelona
19875,FORD,5150,Gasolina,2011.0,39236,80.0,5,Manual,Gris / Plata,13,True,Madrid
19876,JAGUAR,13490,Diésel,2009.0,54000,207.0,4,Automático,Gris / Plata,29,True,Valencia
19877,NISSAN,22400,Diésel,2018.0,24890,115.0,5,Manual,Azul,22,True,Barcelona
19878,CITROEN,14100,Diésel,2017.0,43000,120.0,5,Manual,Granate,16,True,Alicante
19879,FORD,10400,Diésel,2018.0,45220,75.0,4,Manual,Blanco,2,True,Cantabria
19880,KIA,17200,Híbrido,2016.0,40024,141.0,5,Automático,Blanco (*ALI*),35,True,Madrid
19881,BMW,15490,Diésel,2013.0,137000,163.0,4,Manual,Blanco,30,True,Vizcaya
19882,TOYOTA,6500,Gasolina,2017.0,76200,69.0,3,Manual,Negro,20,False,Málaga
19883,FORD,41900,Gasolina,2018.0,22000,450.0,2,Automático,Amarillo,10,True,Las Palmas
19886,SUZUKI,3950,Diésel,2007.0,144000,69.0,3,Manual,Gris / Plata,9,True,Girona
19887,PEUGEOT,19545,Gasolina,2020.0,1,130.0,5,Manual,Rojo,28,True,Valencia
19888,MERCEDES-BENZ,7200,Diésel,2007.0,300000,122.0,4,Manual,Negro,2,False,Zaragoza
19889,OPEL,1400,Gasolina,2003.0,131000,75.0,3,Manual,Azul,10,False,Barcelona
19890,SEAT,3000,Diésel,2003.0,190000,110.0,4,Manual,Gris / Plata,4,False,Lleida
19891,RENAULT,1350,Gasolina,2001.0,165000,75.0,3,Manual,Gris / Plata,8,True,Girona
19892,VOLKSWAGEN,22900,Diésel,2016.0,71000,184.0,5,Automático,Gris / Plata,29,True,Madrid
19893,NISSAN,19785,Gasolina,2020.0,26753,140.0,5,Manual,Negro,30,True,Valencia
19894,AUDI,23490,Diésel,2017.0,70384,150.0,5,Manual,Gris / Plata (Gris),21,True,Madrid
19895,RENAULT,20500,Diésel,2017.0,29800,130.0,4,Manual,Gris / Plata (GRIS CASIOPEA),9,True,Málaga
19896,MERCEDES-BENZ,29500,Diésel,2020.0,11120,116.0,5,Automático,Azul (AZUL DENIM),13,True,Madrid
19898,MAZDA,20490,Diésel,2019.0,9990,150.0,5,Manual,Rojo,1,True,Sevilla
19899,MINI,12500,Diésel,2012.0,170000,143.0,5,Automático,Blanco,9,True,Madrid
19900,MERCEDES-BENZ,10300,Diésel,2008.0,284000,116.0,4,Manual,Gris / Plata,9,False,Jaén
19901,AUDI,1900,Diésel,2001.0,430000,130.0,4,Manual,Gris / Plata,4,False,Zaragoza
19902,FORD,2500,Diésel,2005.0,256000,136.0,4,Manual,Gris / Plata,10,False,Tarragona
19903,AUDI,27900,Diésel,2017.0,84000,190.0,5,Automático,Gris / Plata,19,True,Málaga
19904,BMW,7299,Diésel,2008.0,185000,143.0,5,Manual,Negro,10,True,Alicante
19905,CITROEN,14900,Diésel,2018.0,58217,99.0,5,Manual,Blanco (Blanco Natural),37,True,Álava
19906,CITROEN,9350,Gasolina,2020.0,400,72.0,5,Manual,Blanco,10,True,Barcelona
19907,MERCEDES-BENZ,71500,Diésel,2019.0,12500,286.0,2,Automático,Gris / Plata (PLATA),21,True,Huelva
19908,FORD,4900,Diésel,2011.0,210000,125.0,5,Manual,Negro,8,True,Asturias
19909,NISSAN,7950,Diésel,2010.0,120000,106.0,5,Manual,Blanco,20,True,Alicante
19912,OPEL,17990,Gasolina,2020.0,5,110.0,5,Manual,Rojo (VARIOS A ELEGIR),27,True,Madrid
19913,BMW,30990,Diésel,2017.0,59999,190.0,5,Automático,Blanco,38,True,Sevilla
19914,AUDI,15500,Gasolina,2017.0,84083,95.0,5,Manual,Beige,22,True,Madrid
19917,MERCEDES-BENZ,6990,Diésel,2009.0,195000,140.0,5,Automático,Gris / Plata,10,False,León
19918,VOLVO,12990,Diésel,2015.0,159990,120.0,5,Automático,Azul,29,True,Málaga
19919,NISSAN,17500,Diésel,2018.0,10865,130.0,5,Manual,Gris / Plata (GRIS),24,True,Madrid
19920,MERCEDES-BENZ,34320,Diésel,2020.0,0,116.0,5,Manual,Blanco (Blanco Polar),18,True,Ciudad Real
19921,VOLKSWAGEN,8900,Diésel,2017.0,112000,102.0,4,Manual,Gris / Plata,5,True,Las Palmas
19923,VOLKSWAGEN,17900,Diésel,2019.0,42848,115.0,5,Manual,Blanco (0Q0Q Blanco Puro),14,True,Valencia
19924,VOLKSWAGEN,11900,Diésel,2016.0,129000,110.0,5,Manual,Azul,40,True,A Coruña
19925,SUZUKI,16490,Gasolina,2019.0,18500,111.0,5,Manual,Amarillo,9,True,Valencia
19926,BMW,49900,Diésel,2016.0,78000,313.0,4,Automático,Negro,41,True,Málaga
19929,OPEL,8990,Diésel,2017.0,82353,110.0,5,Manual,Gris / Plata,9,True,Vizcaya
19931,MERCEDES-BENZ,36000,Diésel,2017.0,58000,170.0,2,Automático,Negro,19,True,A Coruña
19933,CITROEN,9200,Diésel,2016.0,120000,90.0,4,Manual,Blanco,8,True,Baleares
19934,PEUGEOT,12990,Diésel,2016.0,106225,120.0,5,Automático,Negro,21,True,Valencia
19935,TOYOTA,11350,Híbrido,2017.0,71252,136.0,5,Automático,Blanco,6,True,Sevilla
19936,PEUGEOT,25990,Gasolina,2019.0,13791,130.0,5,Automático,M0KL Gris Amazonite (metalizado),18,True,Madrid
19937,FIAT,4400,Diésel,2006.0,77000,120.0,5,Manual,Azul,23,True,Valencia
19938,RENAULT,19990,Diésel,2016.0,114100,160.0,5,Automático,Gris / Plata,33,True,Madrid
19940,LAND-ROVER,17890,Diésel,2012.0,179990,150.0,5,Automático,Blanco,34,True,Valencia
19942,BMW,6000,Gasolina,2007.0,170000,129.0,4,Manual,Gris / Plata,14,True,Madrid
19943,VOLKSWAGEN,12900,Diésel,2016.0,84000,120.0,4,Manual,Azul,8,True,Barcelona
19944,LEXUS,44900,Híbrido,2020.0,5500,197.0,5,Automático,Gris / Plata (Titanium),10,True,Tarragona
19945,VOLKSWAGEN,18400,Gasolina,2019.0,7597,115.0,5,Manual,Negro,10,True,Badajoz
19946,BMW,17990,Diésel,2011.0,120874,143.0,5,Manual,Negro,27,True,Girona
19947,FORD,18900,Diésel,2018.0,70113,150.0,5,Manual,Blanco,17,True,Guadalajara
19948,AUDI,22990,Diésel,2015.0,152000,184.0,5,Manual,Azul,25,True,Pontevedra
19949,BMW,45500,Diésel,2020.0,6001,190.0,4,Automático,C10 Mediterranblau (metalizado),17,True,Madrid
19951,RENAULT,9400,Diésel,2016.0,78000,110.0,5,Manual,Gris / Plata,9,False,Murcia
19952,BMW,14600,Diésel,2016.0,66000,116.0,5,Manual,Blanco,14,True,Barcelona
19953,AUDI,5600,Diésel,2004.0,212000,180.0,5,Automático,Gris / Plata,8,True,Ciudad Real
19954,MITSUBISHI,7900,Gasolina,2015.0,32760,80.0,5,Manual,W19 Blanco Polar (SÃ³lido),34,True,Zaragoza
19956,FIAT,7850,Diésel,2017.0,71000,95.0,5,Manual,"""5CA 5CD 5DN 5DP 5DQ 5DR Pintura metalizada (excepto bronce magnÃ©tico)",27,True,Sevilla
19957,OPEL,9900,Diésel,2017.0,52076,110.0,5,Manual,GWH Gris Phantom (metalizado),28,True,Las Palmas
19958,OPEL,8300,Gasolina,2018.0,28742,75.0,5,Manual,Blanco,9,False,Lugo
19960,MITSUBISHI,4500,Diésel,2006.0,172000,136.0,5,Manual,Negro,8,False,Almería
19961,OPEL,1900,Diésel,2008.0,300000,120.0,5,Manual,Beige,7,True,Toledo
19962,LAND-ROVER,41990,Diésel,2016.0,89000,306.0,5,Automático,Blanco,38,True,Las Palmas
19963,BMW,42900,Gasolina,2005.0,162000,343.0,2,Automático,Gris / Plata,10,False,Baleares
19964,AUDI,13900,Diésel,2008.0,200000,240.0,2,Manual,Gris / Plata,0,False,Jaén
19965,PEUGEOT,17400,Diésel,2020.0,6415,100.0,5,Manual,Gris / Plata,20,True,Pontevedra
19966,AUDI,9800,Diésel,2011.0,202000,105.0,2,Manual,Gris / Plata,18,False,Valencia
19967,MERCEDES-BENZ,35834,Diésel,2021.0,0,116.0,5,Automático,Blanco (Blanco Polar),15,True,Toledo
19968,PEUGEOT,9490,Diésel,2015.0,102758,100.0,5,Manual,Blanco (blanco),49,True,Madrid
19969,KIA,20250,Gasolina,2019.0,13552,132.0,5,Manual,Blanco,9,True,A Coruña
19970,MINI,27500,Gasolina,2018.0,17212,136.0,5,Automático,C24 Lapisluxury Blue (sÃ³lida),18,True,Navarra
19971,RENAULT,12990,Diésel,2017.0,19921,90.0,5,Manual,Blanco,23,True,Toledo
19973,VOLKSWAGEN,3000,Gasolina,2005.0,117000,75.0,5,Manual,Gris / Plata,4,False,Tarragona
19974,NISSAN,17900,Gasolina,2018.0,37313,115.0,5,Automático,Rojo,29,True,Badajoz
19975,LEXUS,48800,Híbrido,2020.0,300,218.0,4,Automático,Gris / Plata,44,True,Zaragoza
19976,BMW,46500,Gasolina,2017.0,36000,370.0,2,Automático,Azul,54,True,Valencia
19977,HYUNDAI,10000,Gasolina,2018.0,11834,87.0,5,Manual,Azul,3,True,Zaragoza
19979,BMW,17500,Diésel,2013.0,85000,184.0,4,Automático,Gris / Plata (????? ???????????),12,False,Tenerife
19980,MERCEDES-BENZ,8490,Gasolina,2008.0,233000,156.0,5,Automático,Gris / Plata,25,True,Madrid
19982,FORD,10500,Diésel,2017.0,107715,120.0,5,Manual,Blanco (Tela Negro Charcoal),13,True,Vizcaya
19983,SEAT,11600,Diésel,2017.0,42581,115.0,5,Manual,Blanco (BLANCO),15,True,Barcelona
19985,OPEL,15500,Gasolina,2019.0,52357,130.0,5,Manual,Blanco,36,True,A Coruña
