,make,price,fuel,year,kms,power,doors,shift,color,photos,is_professional,province
43235,FORD,5700,Gasolina,2012.0,10900,82.0,5,Manual,Blanco,6,False,Sevilla
43237,MINI,22900,Gasolina,2019.0,23159,136.0,5,Automático,Blanco (sin especificar),9,True,Granada
43238,JEEP,14499,Gasolina,2003.0,118956,118.0,3,Manual,Negro,7,True,Barcelona
43239,BMW,18500,Diésel,2015.0,53611,143.0,5,Automático,300 Alpinweib (sÃ³lido),30,True,Zaragoza
43240,OPEL,9990,Diésel,2013.0,121041,110.0,5,Manual,Negro (negro),40,True,Burgos
43241,KIA,2300,Diésel,2008.0,205000,115.0,3,Manual,Amarillo,7,False,Sevilla
43243,VOLKSWAGEN,22890,Diésel,2019.0,33000,115.0,5,Manual,Naranja (4MA1 Naranja Calatea metalizado techo Negro),20,True,Huelva
43244,CITROEN,11950,Gasolina,2017.0,41683,110.0,5,Manual,Rojo (*CAS*),29,True,Málaga
43245,VOLKSWAGEN,9900,Diésel,2014.0,127123,105.0,5,Manual,Rojo,12,True,Barcelona
43246,JEEP,49900,Gasolina,2019.0,21000,270.0,5,Automático,Blanco (Blanco Brillante),54,True,Málaga
43247,MERCEDES-BENZ,11500,Diésel,2012.0,334000,265.0,5,Automático,Gris / Plata,14,False,Barcelona
43248,AUDI,14500,Diésel,2016.0,49535,90.0,5,Manual,G3A2 Nano Grey (metalizado) - Arcos/techo Negro Brillante,6,True,Madrid
43249,SEAT,5500,Diésel,2006.0,230000,105.0,5,Manual,Rojo,5,False,Alicante
43250,SUZUKI,15495,Híbrido,2020.0,1,83.0,5,Manual,Blanco (BLANCO PERLADO),5,True,Vizcaya
43251,SMART,14799,Eléctrico,2018.0,18387,82.0,5,Automático,EAPO Bodypanels en rojo cadmio (metalizado),11,True,Madrid
43252,BMW,19900,Diésel,2016.0,60516,150.0,4,Automático,"A89 Imperialblau, acabado brillo (metalizado)",15,True,Madrid
43253,AUDI,13490,Diésel,2014.0,96000,105.0,3,Manual,Gris / Plata,29,True,Valencia
43254,BMW,23900,Diésel,2018.0,30557,150.0,5,Manual,Alpinweiß (sólido),16,True,Madrid
43255,MERCEDES-BENZ,44900,Diésel,2017.0,71000,204.0,5,Automático,Gris / Plata (Gris oscuro),10,True,Zamora
43257,VOLVO,18900,Diésel,2015.0,119000,150.0,5,Automático,Negro,54,True,Madrid
43258,CITROEN,4500,Diésel,2013.0,192000,115.0,5,Automático,Blanco,18,False,Alicante
43259,HYUNDAI,2400,Diésel,2005.0,182000,112.0,5,Manual,Gris / Plata,6,False,Alicante
43260,CITROEN,17500,Gasolina,2020.0,1,110.0,5,Manual,Gris / Plata,25,True,Barcelona
43261,TOYOTA,19900,Híbrido,2017.0,76234,122.0,5,Automático,Gris / Plata,7,False,Jaén
43262,RENAULT,6490,Gasolina,2014.0,112743,115.0,5,Manual,Blanco,13,True,Madrid
43263,SUZUKI,4500,Gasolina,2012.0,58400,68.0,5,Manual,Rojo,3,False,Asturias
43265,VOLVO,39990,Diésel,2019.0,1000,190.0,5,Automático,Gris / Plata,2,True,Valencia
43266,HYUNDAI,17990,Gasolina,2019.0,9007,120.0,5,Manual,Blanco (Chalk White),32,True,Valencia
43267,SKODA,1500,Diésel,2003.0,235000,64.0,4,Manual,Gris / Plata,2,False,Valencia
43268,SEAT,9950,Gasolina,2018.0,35908,95.0,5,Manual,Gris / Plata,10,True,Las Palmas
43270,FORD,1250,Diésel,2006.0,295000,90.0,5,Manual,Gris / Plata,3,False,Madrid
43271,MERCEDES-BENZ,10950,Diésel,2011.0,61394,109.0,5,Manual,761 Plata Polar (metalizado),28,True,Valencia
43272,HYUNDAI,18900,Híbrido,2017.0,42920,141.0,5,Manual,Blanco (BLANCO),18,True,Lugo
43273,MERCEDES-BENZ,18895,Diésel,2013.0,99000,170.0,4,Automático,Gris / Plata (gris oscuro),17,True,Madrid
43274,ALFA ROMEO,43400,Diésel,2019.0,1,210.0,5,Automático,Gris / Plata (GRIS VESUBIO / EXTRAS / 1U),14,True,Madrid
43277,MERCEDES-BENZ,11200,Diésel,2008.0,273000,190.0,5,Automático,Azul,9,True,Guipúzcoa
43278,MINI,23500,Gasolina,2019.0,18013,136.0,5,Manual,C2M Island Blue (metalizada),19,True,Valencia
43279,TOYOTA,11500,Híbrido,2016.0,114000,136.0,5,Automático,Blanco,38,True,Guadalajara
43280,BMW,28500,Diésel,2017.0,60000,190.0,5,Automático,Azul,10,False,Albacete
43281,TOYOTA,4290,Diésel,2007.0,200571,126.0,5,Manual,Verde,30,True,Vizcaya
43282,PEUGEOT,8900,Gasolina,2015.0,28095,82.0,5,Manual,Rojo (ROJO),26,True,Barcelona
43284,VOLKSWAGEN,3800,Gasolina,2003.0,243000,150.0,3,Manual,Gris / Plata,11,False,Cantabria
43285,PEUGEOT,28000,Gasolina,2019.0,32000,180.0,5,Automático,Negro,10,False,Málaga
43286,PEUGEOT,19545,Gasolina,2020.0,1,130.0,5,Manual,Blanco,27,True,Castellón
43287,SEAT,16900,Gasolina,2019.0,6259,115.0,5,Automático,B4B4 Blanco (sÃ³lido),6,True,Granada
43289,TOYOTA,5990,Diésel,2010.0,234000,126.0,4,Manual,Gris / Plata (GRIS OSCURO),34,True,Madrid
43291,AUDI,19500,Diésel,2016.0,165000,150.0,5,Automático,Gris / Plata,15,False,Cantabria
43292,BMW,17000,Gasolina,2015.0,41000,136.0,5,Automático,Gris / Plata,2,False,Castellón
43293,MERCEDES-BENZ,29854,Diésel,2019.0,24600,116.0,4,Automático,Negro (NEGRO COSMOS),11,True,Madrid
43294,TOYOTA,9990,Gasolina,2010.0,135000,147.0,5,Manual,Gris / Plata,24,True,Madrid
43295,PEUGEOT,18754,Diésel,2021.0,1,100.0,5,Manual,Azul,39,True,Toledo
43296,KIA,9700,Gasolina,2018.0,36973,84.0,5,Manual,Verde (Verde agua),18,True,Barcelona
43297,AUDI,16990,Diésel,2016.0,87998,110.0,5,Manual,Blanco,37,True,Valencia
43299,AUDI,6500,Diésel,2007.0,210000,140.0,3,Manual,Negro,4,False,Las Palmas
43300,SEAT,13915,Gasolina,2016.0,59898,125.0,5,Manual,Azul (AZUL METALIZADO),19,True,Zaragoza
43303,CITROEN,5500,Diésel,2007.0,160000,138.0,5,Manual,Gris / Plata,7,False,Madrid
43304,VOLVO,25900,Diésel,2018.0,30000,150.0,5,Automático,Gris / Plata (Savile Grey),37,True,Madrid
43305,FORD,3900,Gasolina,2012.0,107000,69.0,3,Manual,Rojo,6,False,Madrid
43306,OPEL,17800,Gasolina,2019.0,13800,140.0,5,Manual,Azul,19,True,Vizcaya
43309,OPEL,3500,Gasolina,2009.0,180000,115.0,5,Manual,Gris / Plata,11,False,Madrid
43310,MERCEDES-BENZ,32500,Diésel,2016.0,123500,204.0,5,Manual,Gris / Plata (GRIS SELENITA - PINTURA M),11,True,Navarra
43311,AUDI,38500,Diésel,2017.0,80000,272.0,5,Automático,Negro,53,True,Madrid
43314,NISSAN,15999,Diésel,2015.0,102000,144.0,4,Manual,Blanco,12,True,Badajoz
43315,BMW,16900,Diésel,2015.0,117100,150.0,5,Automático,Negro (Saphirschwarz),54,True,Madrid
43318,MERCEDES-BENZ,3950,Diésel,2005.0,298000,177.0,4,Manual,Gris / Plata,28,True,Alicante
43319,BMW,19800,Diésel,2013.0,98952,143.0,5,Manual,Negro,51,True,Guipúzcoa
43320,RENAULT,9300,Diésel,2016.0,94000,90.0,5,Manual,Azul,20,True,Vizcaya
43322,AUDI,17990,Diésel,2009.0,154982,240.0,5,Automático,Negro,35,True,Sevilla
